Transaction_ID,Date,Customer_ID,Gender,Age,Product_Category,Quantity,Price,Total_Amount
1246,2023-04-18,CUST0240,Female,64,Home,3,111.68,335.04
1247,2023-06-10,CUST0440,Female,31,Home,4,114.12,456.48
1248,2023-01-16,CUST0143,Male,37,Clothing,4,56.21,224.84
1249,2023-07-01,CUST0231,Female,45,Home,5,91.99,459.95
1250,2023-10-28,CUST0582,Male,26,Electronics,3,308.18,924.54
1251,2023-11-05,CUST0588,Female,42,Electronics,4,247.65,990.6
1252,2023-07-17,CUST0487,Male,39,Sports,4,84.45,337.8
1253,2023-06-05,CUST0176,Male,61,Sports,2,65.03,130.06
1254,2023-12-19,CUST0501,Male,29,Electronics,1,349.36,349.36
1255,2023-07-17,CUST0211,Male,36,Sports,1,78.55,78.55
1256,2023-07-08,CUST0012,Male,38,Home,4,86.28,345.12
1257,2023-02-26,CUST0550,Female,48,Clothing,4,59.1,236.4
1258,2023-04-16,CUST0892,Male,37,Home,4,86.35,345.4
1259,2023-10-22,CUST0602,Male,50,Home,3,88.07,264.21
1260,2023-03-15,CUST0066,Female,56,Electronics,5,279.47,1397.35
1261,2023-10-19,CUST0472,Female,54,Clothing,1,45.76,45.76
1262,2023-08-22,CUST0718,Female,43,Sports,2,77.28,154.56
1263,2023-04-02,CUST0751,Female,47,Home,2,107.94,215.88
1264,2023-02-18,CUST0716,Male,33,Electronics,3,345.91,1037.73
1265,2023-10-03,CUST0683,Male,62,Electronics,4,289.35,1157.4
1266,2023-10-11,CUST0378,Male,66,Clothing,5,55.33,276.65
1267,2023-06-16,CUST0462,Male,34,Electronics,5,245.36,1226.8
1268,2023-01-14,CUST0655,Female,42,Beauty,4,34.27,137.08
1269,2023-07-23,CUST0011,Female,25,Electronics,3,320.44,961.32
1270,2023-08-26,CUST0473,Male,23,Sports,2,86.83,173.66
1271,2023-08-13,CUST0483,Female,28,Electronics,1,312.84,312.84
1272,2023-04-01,CUST0128,Female,28,Clothing,1,53.55,53.55
1273,2023-03-20,CUST0367,Male,31,Clothing,5,44.32,221.6
1274,2023-12-23,CUST0857,Male,42,Beauty,4,24.63,98.52
1275,2023-01-03,CUST0791,Female,67,Electronics,2,284.96,569.92
1276,2023-05-03,CUST0094,Male,44,Clothing,1,46.74,46.74
1277,2023-04-09,CUST0686,Male,32,Clothing,2,54.48,108.96
1278,2023-01-23,CUST0525,Male,70,Beauty,3,30.74,92.22
1279,2023-04-08,CUST0213,Female,45,Clothing,2,44.28,88.56
1280,2023-07-02,CUST0178,Male,43,Beauty,1,28.67,28.67
1281,2023-08-23,CUST0068,Female,59,Sports,3,65.41,196.23
1282,2023-04-22,CUST0309,Female,24,Sports,5,69.49,347.45
1283,2023-02-18,CUST0333,Female,61,Electronics,3,261.04,783.12
1284,2023-12-19,CUST0872,Female,22,Beauty,1,31.3,31.3
1285,2023-10-27,CUST0392,Male,50,Sports,1,71.44,71.44
1286,2023-11-12,CUST0919,Male,37,Electronics,4,330.87,1323.48
1287,2023-11-14,CUST0062,Male,41,Home,3,88.08,264.24
1288,2023-07-12,CUST0658,Male,33,Sports,4,87.66,350.64
1289,2023-06-18,CUST0285,Female,59,Clothing,5,55.84,279.2
1290,2023-08-01,CUST0833,Female,66,Clothing,2,56.94,113.88
1291,2023-06-19,CUST0249,Male,52,Clothing,2,56.03,112.06
1292,2023-12-23,CUST0228,Female,51,Beauty,2,29.31,58.62
1293,2023-01-04,CUST0891,Female,22,Electronics,1,316.12,316.12
1294,2023-03-14,CUST0129,Male,29,Sports,5,90.6,453.0
1295,2023-04-15,CUST0520,Male,45,Home,3,86.57,259.71
1296,2023-04-12,CUST0435,Male,56,Electronics,3,274.24,822.72
1297,2023-08-18,CUST0207,Female,68,Home,1,118.04,118.04
1298,2023-07-04,CUST0387,Male,48,Home,4,100.21,400.84
1299,2023-08-10,CUST0160,Female,19,Home,4,114.16,456.64
1300,2023-06-03,CUST0551,Male,53,Electronics,3,285.65,856.95
1301,2023-06-06,CUST0291,Female,53,Sports,4,66.3,265.2
1302,2023-03-11,CUST0481,Male,27,Electronics,1,241.54,241.54
1303,2023-09-14,CUST0743,Female,49,Home,4,117.61,470.44
1304,2023-07-11,CUST0502,Female,59,Sports,1,77.08,77.08
1305,2023-01-20,CUST0395,Male,30,Home,3,110.85,332.55
1306,2023-06-28,CUST0727,Female,58,Beauty,1,31.81,31.81
1307,2023-08-06,CUST0253,Male,48,Clothing,3,52.62,157.86
1308,2023-12-13,CUST0715,Male,34,Sports,4,94.22,376.88
1309,2023-03-17,CUST0254,Male,18,Clothing,1,52.89,52.89
1310,2023-07-16,CUST0724,Male,51,Electronics,4,259.9,1039.6
1311,2023-08-07,CUST0709,Female,50,Sports,4,82.75,331.0
1312,2023-07-30,CUST0898,Male,24,Sports,3,90.06,270.18
1313,2023-05-18,CUST0215,Female,62,Beauty,1,35.84,35.84
1314,2023-09-09,CUST0100,Male,67,Home,5,96.67,483.35
1315,2023-05-28,CUST0442,Male,29,Beauty,2,32.45,64.9
1316,2023-04-12,CUST0187,Male,46,Sports,2,69.94,139.88
1317,2023-01-31,CUST0188,Male,34,Home,4,105.07,420.28
1318,2023-11-16,CUST0890,Male,23,Beauty,1,28.53,28.53
1319,2023-05-22,CUST0351,Male,55,Electronics,4,298.22,1192.88
1320,2023-02-21,CUST0063,Female,66,Clothing,5,55.78,278.9
1321,2023-01-22,CUST0217,Male,42,Sports,5,95.58,477.9
1322,2023-05-17,CUST0485,Female,56,Home,3,94.83,284.49
1323,2023-06-25,CUST0837,Male,41,Home,4,104.43,417.72
1324,2023-07-02,CUST0826,Male,18,Home,4,109.01,436.04
1325,2023-03-13,CUST0617,Male,51,Beauty,2,28.42,56.84
1326,2023-11-13,CUST0675,Female,50,Home,2,80.13,160.26
1327,2023-11-23,CUST0018,Female,20,Beauty,4,26.8,107.2
1328,2023-09-06,CUST0757,Male,40,Home,4,119.47,477.88
1329,2023-12-25,CUST0752,Female,36,Sports,2,86.78,173.56
1330,2023-09-24,CUST0804,Male,26,Home,1,92.05,92.05
1331,2023-12-11,CUST0896,Female,28,Home,1,99.29,99.29
1332,2023-10-04,CUST0250,Male,28,Clothing,1,48.7,48.7
1333,2023-01-15,CUST0952,Female,42,Beauty,2,32.63,65.26
1334,2023-12-07,CUST0975,Male,60,Electronics,5,316.03,1580.15
1335,2023-09-09,CUST0815,Female,32,Sports,5,66.07,330.35
1336,2023-06-25,CUST0933,Female,59,Sports,4,89.87,359.48
1337,2023-04-25,CUST0119,Female,23,Clothing,1,46.8,46.8
1338,2023-10-31,CUST0763,Male,54,Beauty,2,34.24,68.48
1339,2023-07-14,CUST0755,Male,37,Clothing,5,50.71,253.55
1340,2023-07-18,CUST0328,Female,69,Electronics,5,319.65,1598.25
1341,2023-10-30,CUST0110,Female,18,Sports,4,74.11,296.44
1342,2023-06-01,CUST0512,Female,27,Sports,3,68.67,206.01
1343,2023-12-07,CUST0848,Male,56,Beauty,3,30.03,90.09
1344,2023-12-19,CUST0281,Female,58,Electronics,4,274.98,1099.92
1345,2023-07-12,CUST0830,Female,27,Electronics,2,324.05,648.1
1346,2023-01-27,CUST0184,Female,64,Home,3,119.38,358.14
1347,2023-12-04,CUST0023,Female,39,Home,4,119.61,478.44
1348,2023-07-20,CUST0074,Female,36,Electronics,5,287.25,1436.25
1349,2023-03-09,CUST0771,Male,63,Beauty,4,31.86,127.44
1350,2023-10-23,CUST0453,Female,36,Electronics,2,266.18,532.36
1351,2023-04-11,CUST0667,Male,41,Sports,1,85.71,85.71
1352,2023-03-17,CUST0974,Female,61,Electronics,1,251.53,251.53
1353,2023-08-31,CUST0968,Male,25,Sports,3,82.99,248.97
1354,2023-03-18,CUST0740,Female,33,Clothing,1,44.82,44.82
1355,2023-09-08,CUST0705,Male,59,Home,1,111.11,111.11
1356,2023-11-29,CUST0282,Female,41,Clothing,1,42.33,42.33
1357,2023-03-04,CUST0657,Male,19,Sports,5,95.6,478.0
1358,2023-09-03,CUST0711,Male,68,Sports,2,76.29,152.58
1359,2023-11-27,CUST0445,Female,54,Electronics,1,279.03,279.03
1360,2024-01-01,CUST0551,Male,43,Clothing,4,51.12,204.48
1361,2023-10-02,CUST0832,Female,22,Sports,5,81.25,406.25
1362,2023-11-30,CUST0772,Male,60,Clothing,2,57.24,114.48
1363,2023-12-22,CUST0006,Female,69,Beauty,1,24.47,24.47
1364,2023-10-22,CUST0669,Male,23,Sports,3,91.25,273.75
1365,2023-01-18,CUST0128,Female,41,Sports,2,77.54,155.08
1366,2023-12-03,CUST0255,Female,20,Sports,3,85.09,255.27
1367,2023-08-16,CUST0591,Female,62,Beauty,5,34.93,174.65
1368,2023-06-30,CUST0552,Male,62,Clothing,1,44.74,44.74
1369,2023-04-07,CUST0307,Male,26,Sports,5,70.91,354.55
1370,2023-07-03,CUST0132,Female,22,Sports,3,72.34,217.02
1371,2023-11-29,CUST0410,Female,23,Beauty,4,35.28,141.12
1372,2023-03-15,CUST0209,Male,58,Beauty,2,32.57,65.14
1373,2023-10-16,CUST0664,Male,44,Electronics,3,359.09,1077.27
1374,2023-08-11,CUST0027,Male,22,Beauty,1,30.38,30.38
1375,2023-12-17,CUST0417,Male,39,Clothing,3,58.18,174.54
1376,2023-05-20,CUST0890,Male,35,Clothing,1,47.54,47.54
1377,2023-04-24,CUST0975,Male,68,Clothing,2,50.53,101.06
1378,2023-06-06,CUST0842,Female,24,Sports,3,86.41,259.23
1379,2023-05-25,CUST0278,Male,21,Electronics,3,353.58,1060.74
1380,2023-07-19,CUST0354,Female,48,Sports,2,72.29,144.58
1381,2023-12-18,CUST0731,Male,60,Electronics,2,285.46,570.92
1382,2023-05-17,CUST0941,Female,63,Electronics,5,290.19,1450.95
1383,2023-08-23,CUST0450,Female,69,Home,5,91.47,457.35
1384,2023-08-08,CUST0965,Male,37,Clothing,3,48.13,144.39
1385,2023-06-10,CUST0650,Male,22,Electronics,1,259.81,259.81
1386,2023-01-30,CUST0762,Female,53,Home,1,118.49,118.49
1387,2023-08-06,CUST0521,Male,48,Home,5,107.4,537.0
1388,2023-12-13,CUST0715,Male,43,Clothing,5,43.8,219.0
1389,2023-01-04,CUST0436,Female,33,Sports,5,65.36,326.8
1390,2023-08-18,CUST0691,Male,29,Clothing,3,56.79,170.37
1391,2023-09-21,CUST0976,Male,45,Home,4,86.82,347.28
1392,2023-02-27,CUST0936,Male,52,Clothing,3,45.98,137.94
1393,2023-05-31,CUST0219,Male,65,Sports,4,70.96,283.84
1394,2023-06-06,CUST0528,Male,47,Sports,4,65.84,263.36
1395,2023-01-04,CUST0472,Female,37,Beauty,1,24.06,24.06
1396,2023-04-06,CUST0364,Male,24,Home,4,87.9,351.6
1397,2023-09-28,CUST0921,Male,44,Clothing,4,40.14,160.56
1398,2023-12-03,CUST0232,Female,43,Beauty,3,28.37,85.11
1399,2023-04-04,CUST0832,Female,24,Home,4,86.47,345.88
1400,2023-07-01,CUST0445,Male,40,Electronics,1,262.75,262.75
1401,2023-01-21,CUST0405,Female,65,Beauty,1,25.92,25.92
1402,2023-04-12,CUST0983,Female,25,Home,4,102.0,408.0
1403,2023-12-16,CUST0131,Female,66,Home,5,109.04,545.2
1404,2023-07-19,CUST0113,Male,68,Clothing,2,43.11,86.22
1405,2023-09-14,CUST0786,Male,21,Beauty,4,35.72,142.88
1406,2023-01-05,CUST0492,Female,36,Home,1,110.44,110.44
1407,2023-05-07,CUST0157,Male,33,Beauty,1,34.37,34.37
1408,2023-12-25,CUST0683,Female,30,Home,1,108.05,108.05
1409,2023-09-15,CUST0186,Male,55,Electronics,2,254.46,508.92
1410,2023-07-25,CUST0281,Male,27,Home,1,104.66,104.66
1411,2023-02-16,CUST0390,Female,51,Beauty,2,26.66,53.32
1412,2023-08-07,CUST0063,Female,59,Clothing,3,42.2,126.6
1413,2023-07-06,CUST0966,Female,63,Home,2,92.79,185.58
1414,2023-01-25,CUST0042,Male,21,Beauty,2,27.42,54.84
1415,2023-05-24,CUST0104,Female,29,Beauty,4,28.36,113.44
1416,2023-06-05,CUST0100,Male,61,Sports,2,74.6,149.2
1417,2023-07-05,CUST0798,Female,33,Beauty,2,31.01,62.02
1418,2023-02-14,CUST0134,Male,20,Sports,2,70.17,140.34
1419,2023-08-17,CUST0077,Female,37,Home,2,101.34,202.68
1420,2023-03-20,CUST0131,Male,44,Sports,3,92.53,277.59
1421,2023-10-14,CUST0917,Female,46,Clothing,4,41.35,165.4
1422,2023-08-03,CUST0954,Male,28,Sports,3,86.29,258.87
1423,2023-03-08,CUST0047,Male,68,Electronics,4,299.4,1197.6
1424,2023-09-30,CUST0995,Male,28,Home,5,95.37,476.85
1425,2023-07-19,CUST0622,Female,31,Electronics,1,259.2,259.2
1426,2023-04-22,CUST0714,Male,68,Sports,4,80.12,320.48
1427,2023-09-26,CUST0311,Male,36,Beauty,5,25.43,127.15
1428,2023-04-25,CUST0547,Male,36,Clothing,2,58.84,117.68
1429,2023-05-23,CUST0277,Male,59,Electronics,2,304.15,608.3
1430,2023-01-01,CUST0356,Female,38,Clothing,5,45.28,226.4
1431,2023-03-10,CUST0920,Female,38,Clothing,1,56.48,56.48
1432,2023-04-23,CUST0989,Female,29,Beauty,1,30.45,30.45
1433,2023-10-26,CUST0740,Female,59,Beauty,5,30.61,153.05
1434,2023-08-15,CUST0333,Female,31,Sports,4,68.98,275.92
1435,2023-04-29,CUST0744,Female,41,Electronics,4,251.24,1004.96
1436,2023-04-03,CUST0190,Male,30,Sports,4,94.19,376.76
1437,2023-04-03,CUST0289,Male,37,Electronics,2,338.1,676.2
1438,2023-12-18,CUST0193,Male,27,Clothing,4,44.91,179.64
1439,2023-11-27,CUST0103,Male,64,Clothing,5,41.99,209.95
1440,2023-07-16,CUST0113,Male,66,Clothing,2,44.97,89.94
1441,2023-02-12,CUST0147,Male,68,Clothing,1,50.85,50.85
1442,2023-06-23,CUST0088,Male,26,Home,5,115.7,578.5
1443,2023-03-25,CUST0340,Female,27,Electronics,1,305.22,305.22
1444,2023-05-17,CUST0557,Male,19,Clothing,1,50.89,50.89
1445,2023-02-22,CUST0908,Female,27,Clothing,2,40.48,80.96
1446,2023-08-07,CUST0151,Female,59,Beauty,2,35.06,70.12
1447,2023-12-17,CUST0704,Male,49,Electronics,1,266.94,266.94
1448,2023-05-25,CUST0079,Female,25,Beauty,1,34.75,34.75
1449,2023-11-06,CUST0183,Female,51,Beauty,5,26.18,130.9
1450,2023-08-06,CUST0915,Female,57,Beauty,3,34.5,103.5
1451,2023-05-19,CUST0678,Female,34,Clothing,1,57.23,57.23
1452,2023-03-18,CUST0672,Male,38,Electronics,4,293.6,1174.4
1453,2023-09-02,CUST0116,Female,64,Beauty,2,25.09,50.18
1454,2023-03-07,CUST0786,Female,40,Beauty,4,29.09,116.36
1455,2023-12-22,CUST0617,Female,26,Electronics,4,290.24,1160.96
1456,2023-09-12,CUST0547,Female,52,Sports,2,76.31,152.62
1457,2023-10-25,CUST0432,Male,62,Clothing,2,47.23,94.46
1458,2023-04-15,CUST0372,Female,26,Clothing,1,58.23,58.23
1459,2023-07-04,CUST0839,Male,36,Home,2,113.41,226.82
1460,2023-10-10,CUST0249,Male,70,Electronics,1,329.64,329.64
1461,2023-03-02,CUST0721,Male,42,Clothing,4,47.43,189.72
1462,2023-12-26,CUST0679,Male,48,Sports,2,64.97,129.94
1463,2023-07-07,CUST0081,Male,22,Clothing,5,56.62,283.1
1464,2023-08-02,CUST0784,Male,48,Electronics,5,323.83,1619.15
1465,2023-06-03,CUST0422,Female,46,Clothing,3,42.23,126.69
1466,2023-01-31,CUST0033,Male,50,Electronics,1,287.57,287.57
1467,2023-08-05,CUST0971,Female,53,Beauty,5,30.02,150.1
1468,2023-12-30,CUST0434,Male,35,Clothing,5,47.55,237.75
1469,2023-03-06,CUST0217,Female,57,Clothing,2,47.85,95.7
1470,2023-10-14,CUST0862,Male,70,Home,4,92.53,370.12
1471,2023-11-25,CUST0848,Female,28,Clothing,3,52.93,158.79
1472,2023-04-10,CUST0112,Male,22,Beauty,5,33.35,166.75
1473,2023-06-21,CUST0246,Female,28,Sports,1,66.09,66.09
1474,2023-11-02,CUST0775,Female,30,Sports,2,84.43,168.86
1475,2023-01-17,CUST0276,Male,54,Sports,1,82.04,82.04
1476,2023-09-05,CUST0050,Female,23,Beauty,1,35.77,35.77
1477,2023-05-25,CUST0513,Male,38,Home,3,118.95,356.85
1478,2023-12-26,CUST0100,Female,44,Sports,1,80.07,80.07
1479,2023-03-18,CUST0602,Female,48,Sports,1,73.28,73.28
1480,2023-03-19,CUST0475,Male,58,Clothing,2,57.69,115.38
1481,2023-12-15,CUST0145,Male,50,Sports,5,84.84,424.2
1482,2023-06-24,CUST0805,Male,39,Beauty,3,31.48,94.44
1483,2023-08-09,CUST0913,Female,33,Electronics,5,312.83,1564.15
1484,2023-03-20,CUST0643,Female,24,Clothing,2,55.33,110.66
1485,2023-06-08,CUST0889,Male,49,Clothing,4,46.27,185.08
1486,2023-06-01,CUST0070,Female,54,Beauty,3,25.07,75.21
1487,2023-04-02,CUST0791,Female,34,Home,3,110.53,331.59
1488,2023-08-15,CUST0947,Male,25,Sports,4,65.27,261.08
1489,2023-05-27,CUST0419,Male,46,Beauty,5,34.14,170.7
1490,2023-06-10,CUST0086,Female,50,Home,3,115.1,345.3
1491,2023-12-16,CUST0636,Male,65,Electronics,5,240.95,1204.75
1492,2023-02-23,CUST0385,Male,54,Home,1,88.92,88.92
1493,2023-08-25,CUST0096,Female,47,Home,5,116.01,580.05
1494,2023-08-27,CUST0088,Male,64,Clothing,4,55.36,221.44
1495,2023-04-13,CUST0337,Male,38,Beauty,5,29.84,149.2
1496,2023-12-26,CUST0488,Male,35,Home,1,101.8,101.8
1497,2023-08-29,CUST0656,Male,38,Sports,1,95.61,95.61
1498,2023-07-14,CUST0959,Female,68,Home,4,88.54,354.16
1499,2023-04-19,CUST0976,Female,35,Beauty,2,25.0,50.0
1500,2023-02-05,CUST0415,Male,37,Home,4,100.99,403.96
1501,2023-12-09,CUST0189,Male,23,Home,3,118.53,355.59
1502,2023-06-02,CUST0204,Female,44,Home,4,101.42,405.68
1503,2023-03-24,CUST0448,Female,62,Sports,4,90.34,361.36
1504,2023-10-15,CUST0916,Male,22,Sports,5,68.63,343.15
1505,2023-12-07,CUST0761,Female,18,Electronics,4,352.06,1408.24
1506,2023-09-13,CUST0117,Female,34,Sports,1,95.62,95.62
1507,2023-03-06,CUST0461,Male,20,Electronics,2,290.42,580.84
1508,2023-10-07,CUST0171,Female,31,Beauty,2,35.43,70.86
1509,2023-12-14,CUST0979,Male,41,Beauty,1,27.62,27.62
1510,2023-06-07,CUST0839,Male,62,Home,4,96.56,386.24
1511,2023-06-30,CUST0849,Female,51,Beauty,1,35.12,35.12
1512,2023-08-23,CUST0383,Male,53,Sports,2,81.37,162.74
1513,2023-07-15,CUST0866,Female,58,Beauty,5,35.25,176.25
1514,2023-02-20,CUST0826,Male,23,Clothing,5,58.65,293.25
1515,2023-02-23,CUST0768,Male,58,Home,5,103.25,516.25
1516,2023-01-17,CUST0297,Female,31,Electronics,4,306.19,1224.76
1517,2023-02-28,CUST0877,Female,25,Beauty,4,28.96,115.84
1518,2023-11-27,CUST0804,Female,18,Beauty,2,30.09,60.18
1519,2023-05-18,CUST0271,Female,68,Home,2,80.17,160.34
1520,2023-08-01,CUST0016,Male,27,Beauty,5,33.84,169.2
1521,2023-11-04,CUST0344,Male,54,Home,2,102.23,204.46
1522,2023-07-20,CUST0632,Female,21,Sports,4,68.12,272.48
1523,2023-11-22,CUST0746,Male,43,Beauty,5,25.9,129.5
1524,2023-04-29,CUST0728,Male,50,Clothing,5,55.69,278.45
1525,2023-11-18,CUST0858,Male,38,Electronics,1,251.19,251.19
1526,2023-08-12,CUST0644,Male,19,Sports,5,93.46,467.3
1527,2023-02-10,CUST0392,Male,65,Electronics,4,316.14,1264.56
1528,2023-07-03,CUST0246,Male,37,Electronics,5,340.85,1704.25
1529,2023-07-13,CUST0267,Male,35,Clothing,2,52.55,105.1
1530,2023-11-23,CUST0888,Male,25,Home,5,84.91,424.55
1531,2023-03-14,CUST0269,Male,23,Clothing,4,56.89,227.56
1532,2023-04-17,CUST0104,Female,68,Clothing,4,41.47,165.88
1533,2023-11-17,CUST0216,Female,42,Beauty,4,33.7,134.8
1534,2023-04-03,CUST0011,Male,60,Sports,5,91.35,456.75
1535,2023-03-02,CUST0356,Female,57,Sports,5,64.16,320.8
1536,2023-09-25,CUST0261,Male,30,Sports,1,81.15,81.15
1537,2023-09-23,CUST0780,Male,31,Beauty,1,34.78,34.78
1538,2023-01-16,CUST0142,Male,23,Electronics,3,272.84,818.52
1539,2023-04-13,CUST0357,Female,47,Home,4,100.51,402.04
1540,2023-07-24,CUST0257,Male,30,Beauty,4,25.23,100.92
1541,2023-10-28,CUST0170,Male,64,Home,4,115.31,461.24
1542,2023-08-05,CUST0766,Female,70,Beauty,5,25.29,126.45
1543,2023-07-16,CUST0205,Female,41,Clothing,4,43.34,173.36
1544,2023-01-18,CUST0260,Female,36,Sports,5,75.27,376.35
1545,2023-01-16,CUST0185,Female,45,Electronics,3,269.44,808.32
1546,2023-04-21,CUST0381,Female,27,Beauty,1,24.12,24.12
1547,2023-12-19,CUST0735,Female,31,Home,5,111.81,559.05
1548,2023-04-30,CUST0068,Female,36,Sports,2,80.87,161.74
1549,2023-02-22,CUST0285,Male,54,Home,4,92.71,370.84
1550,2023-06-13,CUST0202,Male,69,Home,4,81.87,327.48
1551,2023-05-21,CUST0123,Male,46,Electronics,5,279.22,1396.1
1552,2023-07-16,CUST0591,Male,36,Clothing,5,59.76,298.8
1553,2023-08-25,CUST0135,Female,20,Sports,5,65.25,326.25
1554,2023-11-27,CUST0072,Female,24,Home,3,90.99,272.97
1555,2023-06-27,CUST0082,Female,49,Sports,1,76.59,76.59
1556,2023-12-23,CUST0506,Male,41,Sports,1,64.94,64.94
1557,2023-01-25,CUST0143,Male,38,Home,2,86.81,173.62
1558,2023-04-08,CUST0924,Female,70,Sports,1,93.89,93.89
1559,2023-01-27,CUST0905,Male,25,Clothing,3,41.5,124.5
1560,2023-06-18,CUST0628,Female,35,Electronics,2,310.01,620.02
1561,2023-03-03,CUST0327,Male,66,Sports,4,84.38,337.52
1562,2023-12-09,CUST0535,Male,54,Home,4,119.05,476.2
1563,2023-06-14,CUST0749,Female,32,Clothing,3,55.32,165.96
1564,2023-12-31,CUST0362,Male,60,Electronics,1,249.02,249.02
1565,2023-09-11,CUST0218,Male,60,Electronics,4,338.22,1352.88
1566,2023-04-07,CUST0108,Female,31,Sports,5,80.45,402.25
1567,2023-06-10,CUST0968,Female,63,Home,2,113.91,227.82
1568,2023-02-24,CUST0225,Female,42,Home,5,100.54,502.7
1569,2023-07-24,CUST0071,Female,45,Electronics,3,354.18,1062.54
1570,2023-10-23,CUST0105,Male,47,Clothing,1,44.81,44.81
1571,2023-08-24,CUST0274,Male,48,Sports,4,75.26,301.04
1572,2023-03-02,CUST0087,Female,45,Electronics,2,287.63,575.26
1573,2023-08-09,CUST0342,Male,46,Beauty,3,25.17,75.51
1574,2023-11-29,CUST0750,Female,30,Beauty,2,28.83,57.66
1575,2023-11-01,CUST0543,Female,51,Home,1,107.25,107.25
1576,2023-11-27,CUST0982,Male,32,Clothing,1,57.9,57.9
1577,2023-10-22,CUST0245,Male,52,Clothing,3,44.53,133.59
1578,2023-11-14,CUST0734,Female,43,Home,1,88.8,88.8
1579,2023-12-21,CUST0508,Male,28,Electronics,3,316.43,949.29
1580,2023-12-28,CUST0295,Male,24,Electronics,5,348.93,1744.65
1581,2023-11-15,CUST0757,Female,62,Electronics,2,277.81,555.62
1582,2023-02-05,CUST0192,Female,47,Electronics,1,319.92,319.92
1583,2023-08-08,CUST0022,Male,34,Clothing,2,53.58,107.16
1584,2023-01-05,CUST0361,Female,55,Clothing,4,57.46,229.84
1585,2023-08-30,CUST0047,Male,54,Beauty,2,30.3,60.6
1586,2023-03-27,CUST0151,Male,24,Beauty,3,29.43,88.29
1587,2023-06-29,CUST0264,Female,34,Beauty,4,24.16,96.64
1588,2023-06-30,CUST0728,Female,51,Sports,4,67.61,270.44
1589,2023-12-18,CUST0746,Male,27,Home,2,106.37,212.74
1590,2023-03-14,CUST0510,Male,33,Sports,4,75.5,302.0
1591,2023-02-15,CUST0943,Female,58,Clothing,3,57.54,172.62
1592,2023-12-14,CUST0921,Female,51,Electronics,3,349.24,1047.72
1593,2023-06-28,CUST0401,Female,35,Beauty,2,24.49,48.98
1594,2023-09-24,CUST0352,Male,45,Home,5,118.73,593.65
1595,2023-06-27,CUST0113,Male,49,Electronics,4,321.71,1286.84
1596,2023-09-25,CUST0639,Male,37,Home,3,82.58,247.74
1597,2023-05-31,CUST0465,Male,31,Beauty,5,25.48,127.4
1598,2023-09-08,CUST0006,Female,40,Clothing,1,45.03,45.03
1599,2023-06-29,CUST0805,Male,23,Beauty,2,35.95,71.9
1600,2023-04-11,CUST0600,Male,36,Electronics,1,296.78,296.78
1601,2023-07-01,CUST0832,Female,45,Home,1,115.72,115.72
1602,2023-06-04,CUST0319,Male,54,Home,3,112.18,336.54
1603,2023-03-13,CUST0787,Male,34,Electronics,4,306.51,1226.04
1604,2023-06-04,CUST0088,Female,54,Home,5,87.33,436.65
1605,2023-08-12,CUST0142,Female,62,Beauty,5,35.22,176.1
1606,2023-12-31,CUST0480,Female,45,Home,4,118.46,473.84
1607,2023-08-25,CUST0935,Male,67,Home,1,110.23,110.23
1608,2023-11-11,CUST0806,Male,55,Sports,3,68.07,204.21
1609,2023-10-06,CUST0899,Female,21,Home,2,96.12,192.24
1610,2023-01-04,CUST0827,Female,21,Clothing,1,45.4,45.4
1611,2023-11-29,CUST0342,Male,70,Beauty,5,29.78,148.9
1612,2023-06-19,CUST0125,Male,62,Electronics,5,257.3,1286.5
1613,2023-09-11,CUST0229,Male,37,Beauty,1,33.67,33.67
1614,2023-11-16,CUST0206,Male,22,Clothing,2,52.08,104.16
1615,2023-03-03,CUST0100,Male,31,Clothing,4,40.49,161.96
1616,2023-09-16,CUST0401,Male,25,Beauty,4,29.8,119.2
1617,2023-04-05,CUST0862,Female,70,Sports,4,91.5,366.0
1618,2023-11-12,CUST0443,Male,58,Clothing,2,42.83,85.66
1619,2023-12-03,CUST0175,Male,48,Home,3,91.58,274.74
1620,2023-02-21,CUST0505,Female,60,Beauty,4,28.63,114.52
1621,2023-02-24,CUST0427,Female,27,Clothing,3,49.14,147.42
1622,2023-10-16,CUST0012,Female,20,Sports,4,65.36,261.44
1623,2023-07-01,CUST0480,Female,35,Clothing,2,47.15,94.3
1624,2023-09-15,CUST0358,Female,50,Clothing,2,53.12,106.24
1625,2023-06-30,CUST0737,Female,47,Electronics,3,334.2,1002.6
1626,2023-12-04,CUST0946,Female,22,Home,4,118.5,474.0
1627,2023-11-07,CUST0185,Female,26,Beauty,5,35.46,177.3
1628,2023-06-28,CUST0633,Female,22,Clothing,1,57.04,57.04
1629,2023-03-23,CUST0099,Male,49,Home,3,110.4,331.2
1630,2023-05-02,CUST0922,Male,64,Home,4,116.9,467.6
1631,2023-02-01,CUST0257,Male,20,Clothing,4,55.27,221.08
1632,2023-11-07,CUST0861,Male,29,Beauty,1,32.38,32.38
1633,2023-07-13,CUST0653,Male,30,Beauty,4,29.25,117.0
1634,2023-05-27,CUST0207,Male,45,Sports,2,66.75,133.5
1635,2023-01-13,CUST0983,Male,31,Clothing,2,57.87,115.74
1636,2023-07-04,CUST0418,Male,39,Electronics,5,299.54,1497.7
1637,2023-04-17,CUST0848,Female,50,Beauty,3,31.42,94.26
1638,2023-10-14,CUST0821,Male,46,Home,4,114.96,459.84
