stockcode,total_quantity_sold,average_demand,demand_variance,total_product_revenue,unique_customers,daily_avg_demand,daily_demand_std,safety_stock,lead_time_demand,reorder_point,reorder_quantity
21707,952,7.212121212121212,724.3210733287074,3933.62,107,2.6082191780821917,26.913213730966937,118.0,19.0,137.0,79.0
21708,550,6.111111111111111,81.29088639201001,2068.9,72,1.5068493150684932,9.016145872378619,40.0,11.0,51.0,46.0
21709,640,8.10126582278481,1153.3229470950987,2597.41,69,1.7534246575342465,33.96060875625022,149.0,13.0,162.0,53.0
21710,694,7.886363636363637,383.3432601880879,2063.91,80,1.9013698630136986,19.579153714808204,86.0,14.0,100.0,58.0
21711,359,6.648148148148148,118.64744933612856,1411.45,51,0.9835616438356164,10.892540995384344,48.0,7.0,55.0,30.0
21713,2565,7.772727272727272,178.4010776457586,4472.25,232,7.027397260273973,13.356686626770825,59.0,50.0,109.0,211.0
21714,3357,10.36111111111111,662.1571207430336,3707.37,230,9.197260273972603,25.73241381493453,113.0,65.0,178.0,276.0
21715,3229,10.059190031152648,407.9121105919007,7566.87,255,8.846575342465753,20.19683417251082,89.0,62.0,151.0,266.0
21716,3336,10.79611650485437,404.1758290253435,7744.58,241,9.139726027397261,20.104124676924968,88.0,64.0,152.0,275.0
21717,1405,9.825174825174823,150.89175613119264,3355.95,122,3.8493150684931505,12.28380055728652,54.0,27.0,81.0,116.0
21718,3691,11.868167202572348,744.5728866300179,4412.57,223,10.112328767123287,27.286862894624182,120.0,71.0,191.0,304.0
21719,824,8.76595744680851,67.23495767558911,698.8399999999999,69,2.2575342465753425,8.199692535430161,36.0,16.0,52.0,68.0
21720,1023,11.758620689655173,184.25501202886923,854.99,73,2.802739726027397,13.574056579698983,60.0,20.0,80.0,85.0
21721,1005,11.043956043956044,103.66471306471308,851.13,73,2.7534246575342465,10.181586961997285,45.0,20.0,65.0,83.0
21722,282,7.05,175.43333333333328,239.7,33,0.7726027397260274,13.245124889306755,58.0,6.0,64.0,24.0
21723,807,8.585106382978724,95.0410661175932,685.9499999999999,66,2.210958904109589,9.74890076457819,43.0,16.0,59.0,67.0
21724,916,7.21259842519685,53.94650668666417,778.5999999999999,81,2.5095890410958903,7.3448285675476574,33.0,18.0,51.0,76.0
21725,1047,9.518181818181818,127.1877397831526,889.9499999999999,81,2.8684931506849316,11.277754199447362,50.0,21.0,71.0,87.0
21726,1038,7.984615384615385,123.2245676803816,869.3,93,2.8438356164383563,11.100656182423704,49.0,20.0,69.0,86.0
21728,294,8.166666666666666,1138.428571428571,2670.6,33,0.8054794520547945,33.74060715856446,148.0,6.0,154.0,25.0
21729,114,4.75,42.63043478260868,354.5,19,0.31232876712328766,6.529198632497612,29.0,3.0,32.0,10.0
21730,1047,3.99618320610687,15.727954724927615,4952.09,155,2.8684931506849316,3.965848550427464,18.0,21.0,39.0,87.0
21731,27102,25.567924528301887,3671.157799276644,41824.26,415,74.25205479452055,60.59008004019011,265.0,520.0,785.0,2228.0
21732,923,15.913793103448276,3052.9222625529337,3199.17,50,2.5287671232876714,55.25325567378753,242.0,18.0,260.0,76.0
21733,17228,10.378313253012047,942.1461237354482,48850.6,744,47.2,30.694398898421976,134.0,331.0,465.0,1416.0
21734,55,3.6666666666666665,9.238095238095235,206.25,14,0.1506849315068493,3.0394235042348465,14.0,2.0,16.0,5.0
21735,765,3.787128712871287,100.17834096842522,8960.1,139,2.095890410958904,10.008913076274826,44.0,15.0,59.0,63.0
21736,178,7.739130434782608,53.1106719367589,343.02,22,0.4876712328767123,7.287706905245223,32.0,4.0,36.0,15.0
21737,397,2.4355828220858897,68.2226766643944,7320.15,118,1.0876712328767124,8.259701971887024,37.0,8.0,45.0,33.0
21738,386,3.574074074074074,18.63932156455521,1119.5,89,1.0575342465753426,4.317328058481913,19.0,8.0,27.0,32.0
21739,364,3.603960396039604,9.161584158415842,1064.59,83,0.9972602739726028,3.026810889106857,14.0,7.0,21.0,30.0
21740,164,3.346938775510204,10.064625850340136,483.80000000000007,44,0.44931506849315067,3.1724794483715946,14.0,4.0,18.0,14.0
21741,618,4.611940298507463,27.6377510941533,1803.9000000000003,108,1.6931506849315068,5.257161885861353,23.0,12.0,35.0,51.0
21742,429,2.2460732984293195,3.5654450261780117,2552.55,156,1.1753424657534246,1.888238604143558,9.0,9.0,18.0,36.0
21743,1229,8.654929577464788,179.1921386474878,3433.55,117,3.367123287671233,13.386266792780122,59.0,24.0,83.0,102.0
21744,708,4.481012658227848,13.767153108119007,2134.0400000000004,131,1.9397260273972603,3.7104114472816905,17.0,14.0,31.0,59.0
21745,2670,5.72961373390558,285.5224329687573,8980.54,236,7.315068493150685,16.897409060822234,74.0,52.0,126.0,220.0
21746,5638,14.49357326478149,491.2918400339221,6705.78,234,15.446575342465753,22.165104106092578,97.0,109.0,206.0,464.0
21747,1983,15.372093023255816,1544.4229651162782,2289.03,83,5.432876712328767,39.299147129629645,172.0,39.0,211.0,163.0
21749,5454,25.36744186046512,9803.42977613563,10331.4,153,14.942465753424658,99.01227083617277,433.0,105.0,538.0,449.0
21750,292,5.725490196078432,55.36313725490195,601.2,43,0.8,7.440640916944047,33.0,6.0,39.0,24.0
21752,68,2.2666666666666666,6.478160919540229,972.6,28,0.1863013698630137,2.5452231571200645,12.0,2.0,14.0,6.0
21754,7231,3.904427645788337,15.5203045344703,42453.11,682,19.81095890410959,3.939581771517162,18.0,139.0,157.0,595.0
21755,5367,3.5637450199203187,14.182312610025006,31590.41,661,14.704109589041096,3.7659411320445524,17.0,103.0,120.0,442.0
21756,1543,2.9559386973180075,7.036442591244363,9164.78,327,4.227397260273973,2.652629373139859,12.0,30.0,42.0,127.0
21757,69,2.15625,1.555443548387097,341.55,15,0.18904109589041096,1.2471742253538987,6.0,2.0,8.0,6.0
21758,101,2.2444444444444445,2.5525252525252524,647.45,34,0.27671232876712326,1.597662433846791,7.0,2.0,9.0,9.0
21759,27,2.4545454545454546,15.472727272727273,968.08,11,0.07397260273972603,3.9335387722415134,18.0,1.0,19.0,3.0
21760,15,1.1538461538461535,0.141025641025641,1740.0,12,0.0410958904109589,0.37553380809940534,2.0,1.0,3.0,2.0
21761,65,2.708333333333333,21.346014492753618,1814.75,21,0.1780821917808219,4.62017472534899,21.0,2.0,23.0,6.0
21763,43,2.5294117647058822,4.51470588235294,1157.9,15,0.1178082191780822,2.124783726018472,10.0,1.0,11.0,4.0
21764,17,1.5454545454545454,0.8727272727272728,659.1500000000001,11,0.04657534246575343,0.9341987329938276,5.0,1.0,6.0,2.0
21765,338,2.793388429752066,16.59862258953168,2613.9,103,0.9260273972602739,4.07414071793448,18.0,7.0,25.0,28.0
21767,1,1.0,0.0,29.95,1,0.0027397260273972603,0.0,0.0,1.0,1.0,1.0
21768,447,3.60483870967742,330.3059926567007,5339.79,95,1.2246575342465753,18.174322343809706,80.0,9.0,89.0,37.0
21769,123,2.5625,31.05984042553191,7954.87,42,0.336986301369863,5.5731356008562996,25.0,3.0,28.0,11.0
21770,2896,4.984509466437177,1121.501483767583,13926.81,423,7.934246575342466,33.48882625246193,147.0,56.0,203.0,239.0
21772,1,1.0,0.0,12.75,1,0.0027397260273972603,0.0,0.0,1.0,1.0,1.0
21773,1264,11.813084112149532,469.0779403985188,1118.96,87,3.463013698630137,21.658207229558933,95.0,25.0,120.0,104.0
21774,1261,11.568807339449542,939.0993883792044,1159.01,79,3.4547945205479453,30.64472855776674,134.0,25.0,159.0,104.0
21775,511,6.3875,46.417563291139246,598.91,63,1.4,6.813043614357627,30.0,10.0,40.0,42.0
21777,1057,3.376996805111821,46.03690505447696,8046.150000000001,169,2.8958904109589043,6.785050114367392,30.0,21.0,51.0,87.0
21779,301,13.681818181818182,53.75108225108224,1097.8000000000002,21,0.8246575342465754,7.3315129578472575,33.0,6.0,39.0,25.0
21780,125,7.352941176470588,18.99264705882353,835.55,17,0.3424657534246575,4.35805542172464,20.0,3.0,23.0,11.0
21781,595,1.871069182389937,6.478592544094593,8609.25,150,1.63013698630137,2.5453079468100896,12.0,12.0,24.0,49.0
21784,231,1.711111111111111,2.177114427860696,2275.25,78,0.6328767123287671,1.4755048044180326,7.0,5.0,12.0,19.0
21785,1972,24.962025316455694,2771.395975332685,1465.1999999999998,71,5.402739726027397,52.64404976189318,230.0,38.0,268.0,163.0
21786,6866,30.38053097345133,4302.414552605701,2552.29,131,18.81095890410959,65.59279345023889,287.0,132.0,419.0,565.0
21787,14718,41.22689075630253,17459.81073553016,11385.18,221,40.323287671232876,132.13557709992477,577.0,283.0,860.0,1210.0
21788,3213,17.751381215469614,703.2656230816452,2559.03,141,8.802739726027397,26.51915577618649,116.0,62.0,178.0,265.0
21789,2754,15.3,437.328491620112,2245.68,138,7.545205479452055,20.91240042702205,92.0,53.0,145.0,227.0
21790,25120,16.70212765957447,986.907886354949,19957.34,793,68.82191780821918,31.415090105790703,138.0,482.0,620.0,2065.0
21791,16199,15.181818181818182,1267.6911137642855,19147.65,641,44.38082191780822,35.60465017050842,156.0,311.0,467.0,1332.0
21792,478,3.621212121212121,15.7790885958825,2368.1,110,1.3095890410958904,3.9722900946283493,18.0,10.0,28.0,40.0
21793,344,3.6595744680851054,24.571036376115305,1564.44,81,0.9424657534246575,4.956918032014984,22.0,7.0,29.0,29.0
21794,677,4.453947368421052,29.1104478912513,3226.87,123,1.8547945205479452,5.395409890939826,24.0,13.0,37.0,56.0
21795,436,5.7368421052631575,1395.183157894737,3632.97,64,1.1945205479452055,37.352150646177485,164.0,9.0,173.0,36.0
21796,323,4.893939393939394,785.111655011655,2769.44,57,0.8849315068493151,28.019843950522905,123.0,7.0,130.0,27.0
21801,1860,22.96296296296296,274.2861111111111,781.1999999999999,69,5.095890410958904,16.561585404517018,73.0,36.0,109.0,153.0
21802,2388,23.643564356435643,274.9116831683168,1002.96,89,6.542465753424658,16.580460885280505,73.0,46.0,119.0,197.0
21803,2489,24.40196078431373,311.5100951271597,1045.38,86,6.8191780821917805,17.649648583673265,78.0,48.0,126.0,205.0
21804,543,4.891891891891892,22.31547911547912,2025.45,92,1.4876712328767123,4.723926239419824,21.0,11.0,32.0,45.0
21805,2124,25.285714285714285,607.122203098107,874.8,77,5.8191780821917805,24.639849900072583,108.0,41.0,149.0,175.0
21806,2590,23.98148148148148,436.466943579093,1079.16,95,7.095890410958904,20.891791296561745,92.0,50.0,142.0,213.0
21807,3000,21.73913043478261,402.9971437638847,1251.36,114,8.219178082191782,20.07478876013107,88.0,58.0,146.0,247.0
21808,801,9.88888888888889,130.675,2008.75,70,2.1945205479452055,11.431316634578888,50.0,16.0,66.0,66.0
21809,2868,18.745098039215687,798.7043343653253,2202.69,118,7.857534246575343,28.261357617165622,124.0,56.0,180.0,236.0
21810,6281,24.439688715953302,1158.512949902724,3698.65,171,17.208219178082192,34.036935083857415,149.0,121.0,270.0,517.0
21811,5759,20.13636363636364,589.5708133971292,3937.97,199,15.778082191780822,24.2810793293282,106.0,111.0,217.0,474.0
21812,597,4.776,20.44941935483871,2913.15,103,1.6356164383561644,4.5221034215106926,20.0,12.0,32.0,50.0
21813,484,5.438202247191011,33.02170582226763,2345.4,76,1.326027397260274,5.746451585306155,26.0,10.0,36.0,40.0
21814,639,8.52,32.44216216216216,924.15,59,1.7506849315068493,5.695802152652615,25.0,13.0,38.0,53.0
21815,612,9.415384615384616,35.24663461538461,884.9999999999999,58,1.6767123287671233,5.936887620242159,26.0,12.0,38.0,51.0
21816,405,9.642857142857142,43.45470383275261,587.25,34,1.1095890410958904,6.5920181911727616,29.0,8.0,37.0,34.0
21817,1671,13.261904761904765,156.73885714285717,1058.79,102,4.578082191780822,12.519539014790327,55.0,33.0,88.0,138.0
21818,4104,14.34965034965035,327.09135075450854,2457.12,197,11.243835616438357,18.085666997777786,79.0,79.0,158.0,338.0
21819,3780,15.75,401.4267782426779,2173.76,178,10.356164383561644,20.035637704916656,88.0,73.0,161.0,311.0
21820,740,5.36231884057971,54.53929969321905,2724.71,112,2.0273972602739727,7.385072761538579,33.0,15.0,48.0,61.0
21821,651,5.972477064220183,50.86034658511725,2408.85,86,1.7835616438356163,7.131644031015377,32.0,13.0,45.0,54.0
21822,868,8.594059405940595,77.60356435643565,1102.9,73,2.378082191780822,8.809288527255516,39.0,17.0,56.0,72.0
21823,2268,12.670391061452516,203.0199610821668,2224.24,136,6.213698630136986,14.248507328213956,63.0,44.0,107.0,187.0
21824,2304,13.714285714285714,177.22326775021386,1918.16,137,6.3123287671232875,13.312522967124371,59.0,45.0,104.0,190.0
21825,722,10.02777777777778,176.2527386541471,1027.6999999999998,62,1.978082191780822,13.2760211906334,58.0,14.0,72.0,60.0
21826,1691,8.583756345177665,253.14218377706436,2072.71,136,4.632876712328767,15.9104426015452,70.0,33.0,103.0,139.0
21827,810,6.328125,97.9859744094488,1007.94,89,2.219178082191781,9.898786511964424,44.0,16.0,60.0,67.0
21828,1060,7.114093959731544,301.04770542354413,1283.96,107,2.904109589041096,17.35072636587714,76.0,21.0,97.0,88.0
21829,14192,46.99337748344371,1625.235836395239,2940.03,211,38.88219178082192,40.314213825836156,176.0,273.0,449.0,1167.0
21830,7387,32.541850220264315,1582.5413824022455,3059.95,151,20.23835616438356,39.78116869075424,174.0,142.0,316.0,608.0
21832,2995,10.472027972027972,459.6255306097413,4833.23,204,8.205479452054794,21.438878949463316,94.0,58.0,152.0,247.0
21833,5931,17.547337278106507,607.8983460046002,9797.31,210,16.24931506849315,24.655594618759455,108.0,114.0,222.0,488.0
21836,225,2.7777777777777777,4.0,843.75,77,0.6164383561643836,2.0,9.0,5.0,14.0,19.0
21837,216,3.085714285714286,5.731677018633539,1285.2,61,0.5917808219178082,2.394092107382993,11.0,5.0,16.0,18.0
21838,1,1.0,0.0,5.45,1,0.0027397260273972603,0.0,0.0,1.0,1.0,1.0
21839,198,2.4444444444444446,15.500000000000004,1058.1,71,0.5424657534246575,3.937003937005906,18.0,4.0,22.0,17.0
21841,427,3.416,18.212645161290315,1785.25,106,1.16986301369863,4.267627579966452,19.0,9.0,28.0,36.0
21842,541,14.236842105263158,558.8883357041251,1257.15,32,1.4821917808219178,23.640819268885863,104.0,11.0,115.0,45.0
21843,5729,4.47578125,157.57408070269747,57946.19,599,15.695890410958905,12.552851496879004,55.0,110.0,165.0,471.0
21844,5183,12.224056603773583,424.36811967527535,14293.85,252,14.2,20.600197078554256,90.0,100.0,190.0,426.0
21845,2419,16.79861111111111,295.3507672882674,3176.05,104,6.627397260273972,17.185772234271795,76.0,47.0,123.0,199.0
21846,944,10.727272727272728,478.6144200626957,1873.42,51,2.5863013698630137,21.877258056317196,96.0,19.0,115.0,78.0
21847,252,10.956521739130435,638.7707509881424,448.2,20,0.6904109589041096,25.273914437382714,111.0,5.0,116.0,21.0
21849,460,7.540983606557377,208.3857923497268,1020.34,46,1.2602739726027397,14.43557384899287,64.0,9.0,73.0,38.0
21850,321,7.465116279069767,194.968992248062,675.75,29,0.8794520547945206,13.963129744010187,61.0,7.0,68.0,27.0
21851,383,8.326086956521738,458.49130434782586,736.67,34,1.0493150684931507,21.412410054634808,94.0,8.0,102.0,32.0
21852,1,1.0,0.0,6.95,1,0.0027397260273972603,0.0,0.0,1.0,1.0,1.0
21864,1483,5.59622641509434,120.7113493424814,2947.02,166,4.063013698630137,10.986871681351403,48.0,29.0,77.0,122.0
21865,765,3.660287081339713,14.052309532572693,1601.5800000000002,129,2.095890410958904,3.7486410247678683,17.0,15.0,32.0,63.0
21866,1659,5.53,60.63120401337791,2068.4,190,4.545205479452055,7.786604138735827,34.0,32.0,66.0,137.0
21867,972,4.584905660377358,65.05910757399624,1214.21,122,2.663013698630137,8.065922611455942,36.0,19.0,55.0,80.0
21868,8770,12.096551724137932,680.4906648885504,10353.86,377,24.027397260273972,26.08621599405614,114.0,169.0,283.0,721.0
21869,1245,11.971153846153848,554.0865384615386,1430.85,82,3.410958904109589,23.539042853555845,103.0,24.0,127.0,103.0
21870,5925,10.911602209944752,249.36486514036423,7124.67,243,16.232876712328768,15.79129080032295,69.0,114.0,183.0,487.0
21871,11099,18.28500823723229,3914.633157714452,12515.44,299,30.40821917808219,62.567029318279545,274.0,213.0,487.0,913.0
21872,5032,17.533101045296167,4263.802222168079,4993.0,169,13.786301369863013,65.29779645721653,286.0,97.0,383.0,414.0
21873,1943,12.953333333333331,2742.393780760627,2191.75,98,5.323287671232877,52.36786973670618,229.0,38.0,267.0,160.0
21874,6122,13.454945054945057,1899.962172629133,7509.76,211,16.77260273972603,43.58855552354463,191.0,118.0,309.0,504.0
21875,6681,20.36890243902439,5802.337500932344,7450.17,218,18.304109589041097,76.17307595819105,333.0,129.0,462.0,550.0
21876,5303,13.126237623762377,1736.333900449598,6222.47,239,14.528767123287672,41.66934005296458,182.0,102.0,284.0,436.0
21877,13856,21.25153374233129,5201.0518409619945,15399.56,323,37.961643835616435,72.11831834535519,315.0,266.0,581.0,1139.0
21878,5383,18.24745762711865,2305.7378761674136,4273.17,225,14.747945205479452,48.01809946434171,210.0,104.0,314.0,443.0
21879,1366,14.53191489361702,315.47746511095863,522.38,81,3.7424657534246575,17.76168531167464,78.0,27.0,105.0,113.0
21880,1982,13.482993197278912,184.12813344515888,1009.54,123,5.4301369863013695,13.56938220572915,60.0,39.0,99.0,163.0
21881,1183,18.2,1496.9125,450.75,49,3.241095890410959,38.68995347632251,169.0,23.0,192.0,98.0
21882,921,12.791666666666666,528.8433098591552,398.73,61,2.5232876712328767,22.996593440315355,101.0,18.0,119.0,76.0
21883,2038,12.351515151515152,173.09519586104958,1015.36,132,5.583561643835616,13.156564743923452,58.0,40.0,98.0,168.0
21884,1232,18.11764705882353,1443.1202809482004,457.36,61,3.3753424657534246,37.988422985801876,166.0,24.0,190.0,102.0
21888,3219,5.125796178343949,121.53917400623725,11877.45,444,8.819178082191781,11.02448066832344,49.0,62.0,111.0,265.0
21889,11803,13.291666666666666,683.2147219090564,14430.66,595,32.33698630136986,26.138376420678014,115.0,227.0,342.0,971.0
21890,3296,7.885167464114833,768.3848634011455,9347.16,335,9.03013698630137,27.719755832278636,122.0,64.0,186.0,271.0
21891,11721,17.061135371179038,3067.6318255312103,14603.13,483,32.11232876712329,55.38620609439872,242.0,225.0,467.0,964.0
21892,7273,11.692926045016078,798.8379208930725,8814.42,447,19.926027397260274,28.2637209314887,124.0,140.0,264.0,598.0
21893,164,12.615384615384617,1051.2564102564104,523.0,13,0.44931506849315067,32.423084527176165,142.0,4.0,146.0,14.0
21894,1144,7.477124183006536,107.92217062263512,1400.13,120,3.1342465753424658,10.38855960288216,46.0,22.0,68.0,95.0
21895,529,7.557142857142857,831.4097308488614,1540.25,61,1.4493150684931506,28.834176437846484,126.0,11.0,137.0,44.0
21896,2297,10.03056768558952,1354.784149237723,4618.08,187,6.293150684931507,36.80739258950195,161.0,45.0,206.0,189.0
21897,857,8.401960784313726,1163.727916909338,2588.27,86,2.347945205479452,34.11345653711066,149.0,17.0,166.0,71.0
21898,760,8.26086956521739,1563.733397037745,2349.88,73,2.0821917808219177,39.54406905008316,173.0,15.0,188.0,63.0
21899,6515,12.24624060150376,1475.6247504354117,4090.93,313,17.84931506849315,38.41386143614583,168.0,125.0,293.0,536.0
21900,8033,12.025449101796408,1196.447627234288,5094.29,361,22.008219178082193,34.589704063988286,152.0,155.0,307.0,661.0
21901,6014,10.124579124579125,766.8309968714693,3833.42,315,16.476712328767125,27.691713505514052,121.0,116.0,237.0,495.0
21902,5225,12.32311320754717,1775.2546891029942,3244.59,250,14.315068493150685,42.133771361023385,184.0,101.0,285.0,430.0
21903,3342,9.658959537572256,1013.07755717517,6574.380000000001,230,9.156164383561643,31.828879294991992,139.0,65.0,204.0,275.0
21904,735,5.610687022900764,211.3165002935994,1152.0,103,2.0136986301369864,14.53672935338618,64.0,15.0,79.0,61.0
21905,1520,7.794871794871795,635.5144065556439,1977.85,132,4.164383561643835,25.209411071178238,111.0,30.0,141.0,125.0
21906,1642,5.246006389776358,746.5642868845746,11093.9,214,4.498630136986302,27.323328620147556,120.0,32.0,152.0,135.0
21907,4990,7.128571428571429,73.30819538115679,10306.15,381,13.67123287671233,8.562020519781344,38.0,96.0,134.0,411.0
21908,9396,11.61433868974042,1191.870883256434,18041.24,382,25.742465753424657,34.52348306959241,151.0,181.0,332.0,773.0
21910,1034,10.237623762376238,1595.282970297029,1331.7,84,2.8328767123287673,39.94099360678236,175.0,20.0,195.0,85.0
21911,2374,9.237354085603112,675.0020367217886,3609.9,200,6.504109589041096,25.98080131023269,114.0,46.0,160.0,196.0
21912,3387,5.489465153970826,200.28276221347537,12157.97,447,9.27945205479452,14.152129246635482,62.0,65.0,127.0,279.0
21913,988,4.819512195121951,196.04079387852696,3590.02,170,2.706849315068493,14.001456848432843,62.0,19.0,81.0,82.0
21914,11830,14.28743961352657,504.08898352113727,14667.47,446,32.41095890410959,22.451926053707226,99.0,227.0,326.0,973.0
21915,35229,39.58314606741573,22957.568444534318,39870.65,467,96.51780821917808,151.51755160552958,662.0,676.0,1338.0,2896.0
21916,10417,18.974499089253182,1795.6635820935217,4211.9800000000005,304,28.53972602739726,42.37527087929376,185.0,200.0,385.0,857.0
21917,7892,20.4987012987013,1604.9746076839835,3226.38,246,21.621917808219177,40.06213433760093,175.0,152.0,327.0,649.0
21918,14126,23.861486486486488,4279.036619106421,5681.2,369,38.701369863013696,65.41434566749423,286.0,271.0,557.0,1162.0
21922,1280,3.867069486404834,25.576215325460048,9624.04,204,3.506849315068493,5.0572932805464275,23.0,25.0,48.0,106.0
21923,325,3.009259259259259,11.03729664243682,2483.75,80,0.8904109589041096,3.3222427127524594,15.0,7.0,22.0,27.0
21924,304,2.690265486725664,9.358565107458912,2307.8,82,0.8328767123287671,3.059177194517982,14.0,6.0,20.0,25.0
21925,1178,7.551282051282051,49.74574028122418,1449.7,100,3.2273972602739724,7.0530660199110695,31.0,23.0,54.0,97.0
21926,992,7.294117647058823,45.80915032679737,1224.8,90,2.717808219178082,6.768245734811744,30.0,20.0,50.0,82.0
21927,1195,6.947674418604652,38.47093023255816,1478.55,93,3.2739726027397262,6.20249387202907,28.0,23.0,51.0,99.0
21928,23112,19.586440677966102,1578.6464656919834,41473.83,450,63.320547945205476,39.732184255235495,174.0,444.0,618.0,1900.0
21929,24108,19.50485436893204,1574.8639440273582,43313.9,504,66.04931506849314,39.68455548481497,174.0,463.0,637.0,1982.0
21930,12305,12.171117705242334,498.0944521158355,22795.28,386,33.71232876712329,22.31802975434515,98.0,236.0,334.0,1012.0
21931,25970,15.028935185185183,696.7495965493584,47760.99,546,71.15068493150685,26.396014785367857,116.0,499.0,615.0,2135.0
21932,3517,7.062248995983936,287.8049703845565,7260.76,315,9.635616438356164,16.964815660199687,75.0,68.0,143.0,290.0
21933,3782,7.945378151260504,339.70648385670006,8034.86,294,10.361643835616439,18.431128122193172,81.0,73.0,154.0,311.0
21934,3258,9.416184971098266,237.0726648236575,5155.7,164,8.926027397260274,15.397164181226929,68.0,63.0,131.0,268.0
21935,5021,11.083885209713024,377.8867530133423,7898.07,234,13.756164383561643,19.439309478820032,85.0,97.0,182.0,413.0
21936,7383,9.357414448669202,374.06752427090777,20437.41,396,20.22739726027397,19.340825325484634,85.0,142.0,227.0,607.0
21937,3801,7.556660039761431,297.29907408140843,10572.95,286,10.413698630136986,17.242362775484352,76.0,73.0,149.0,313.0
21942,1322,20.65625,5897.499007936508,691.2,41,3.621917808219178,76.79517568139622,336.0,26.0,362.0,109.0
21943,387,9.439024390243905,68.05243902439025,304.83,37,1.0602739726027397,8.249390221367289,37.0,8.0,45.0,32.0
21944,1538,20.23684210526316,5057.036491228071,811.0999999999999,53,4.213698630136986,71.11284336340427,311.0,30.0,341.0,127.0
21945,1518,20.24,4774.698378378377,859.64,61,4.158904109589041,69.09919231350231,302.0,30.0,332.0,125.0
21946,579,19.3,2070.7,307.81,25,1.5863013698630137,45.50494478625372,199.0,12.0,211.0,48.0
21947,1371,7.879310344827586,151.44777755630852,1708.17,122,3.756164383561644,12.306412050484436,54.0,27.0,81.0,113.0
21948,1990,17.304347826086957,8071.599542334093,2298.31,71,5.4520547945205475,89.84208113314213,393.0,39.0,432.0,164.0
21949,2343,17.355555555555554,6990.857711442784,2682.79,91,6.419178082191781,83.61134917846252,366.0,45.0,411.0,193.0
21950,185,92.5,15312.5,197.05,2,0.5068493150684932,123.74368670764582,541.0,4.0,545.0,16.0
21955,3717,6.408620689655172,729.5339497349771,21078.23,279,10.183561643835617,27.009886148130597,118.0,72.0,190.0,306.0
21967,15449,41.087765957446805,84102.40027659571,4246.29,250,42.326027397260276,290.00413837839574,1267.0,297.0,1564.0,1270.0
21972,1000,7.518796992481203,66.34244702665755,1450.0,105,2.73972602739726,8.14508729398633,36.0,20.0,56.0,83.0
21973,1614,10.024844720496894,321.29937888198754,2253.9,117,4.421917808219178,17.924825769919984,79.0,31.0,110.0,133.0
21974,6652,11.921146953405016,440.5539146605923,9374.96,355,18.224657534246575,20.989376233242194,92.0,128.0,220.0,547.0
21975,30881,26.644521138912857,4617.883888349945,14818.01,543,84.6054794520548,67.95501371017406,297.0,593.0,890.0,2539.0
21976,14053,19.356749311294767,1292.4918647287932,7073.63,404,38.5013698630137,35.95124288155826,157.0,270.0,427.0,1156.0
21977,54592,34.05614472863381,10161.317694740595,26407.35,767,149.56712328767122,100.8033615250037,441.0,1047.0,1488.0,4488.0
21980,31066,54.31118881118881,203949.53521609743,8456.279999999999,406,85.11232876712329,451.60772271529794,1972.0,596.0,2568.0,2554.0
21981,25859,65.13602015113351,299437.44104775693,6855.19,282,70.84657534246575,547.208772816881,2389.0,496.0,2885.0,2126.0
21982,31340,58.57943925233645,238893.9332843292,9774.28,335,85.86301369863014,488.7677703003024,2134.0,602.0,2736.0,2576.0
21983,6000,22.641509433962263,1223.965694682676,1776.84,208,16.438356164383563,34.98522108952116,153.0,116.0,269.0,494.0
21984,25150,70.44817927170868,329779.52329021454,6880.0,256,68.9041095890411,574.2643322462353,2507.0,483.0,2990.0,2068.0
21985,24766,33.15394912985274,38072.10897567033,8441.64,493,67.85205479452055,195.12075485624365,852.0,475.0,1327.0,2036.0
21986,13103,34.48157894736842,24252.90467296208,4469.15,275,35.8986301369863,155.73344108752647,680.0,252.0,932.0,1077.0
21987,6320,17.802816901408452,2636.616376223441,3848.8,209,17.315068493150687,51.34799291329157,225.0,122.0,347.0,520.0
21988,7649,21.365921787709496,4206.714465674535,5544.05,209,20.956164383561642,64.85918952372543,284.0,147.0,431.0,629.0
21989,8073,16.995789473684212,3061.987324006217,5973.09,264,22.117808219178084,55.33522679095313,242.0,155.0,397.0,664.0
21990,1786,7.567796610169491,194.9102776776054,2818.3,170,4.8931506849315065,13.961027099665891,61.0,35.0,96.0,147.0
21991,874,6.287769784172662,180.9890522364717,1333.98,109,2.3945205479452056,13.453217170493893,59.0,17.0,76.0,72.0
21992,2064,6.573248407643312,113.90036832787288,3436.04,242,5.654794520547945,10.672411551653772,47.0,40.0,87.0,170.0
21993,2051,7.196491228070175,129.0668890536201,3171.4,208,5.619178082191781,11.360760936381862,50.0,40.0,90.0,169.0
22021,1305,6.126760563380282,65.50744087164495,2106.45,161,3.5753424657534247,8.093666713649936,36.0,26.0,62.0,108.0
22023,4812,15.423076923076923,132.6242888943853,1939.47,177,13.183561643835617,11.51626193234529,51.0,93.0,144.0,396.0
22024,5155,17.654109589041095,313.06551569928934,2069.53,170,14.123287671232877,17.69365749920828,78.0,99.0,177.0,424.0
22025,3817,18.71078431372549,551.9110161305905,1523.22,148,10.457534246575342,23.492786470118663,103.0,74.0,177.0,314.0
22026,3880,14.865900383141762,85.60117889773059,1592.88,140,10.63013698630137,9.252090514998791,41.0,75.0,116.0,319.0
