stockcode,total_quantity_sold,average_demand,demand_variance,total_product_revenue,unique_customers
21462,397,2.5286624203821657,7.661032173771029,2230.15,131
21463,1320,4.714285714285714,49.4592933947773,7051.150000000001,169
21464,534,2.4953271028037385,5.659602474661052,2265.5,127
21465,695,4.426751592356688,235.2846643802058,2456.36,117
21466,823,3.4149377593360994,13.41877593360996,3057.89,147
21467,951,4.44392523364486,108.22923522443075,2905.27,145
21468,619,5.115702479338843,319.6531680440767,2136.67,91
21469,1091,6.198863636363637,184.98308441558433,3148.16,130
21470,1011,3.758364312267658,28.58691671752761,3687.1800000000003,160
21471,1225,5.349344978165939,87.79847544625746,4324.95,165
21472,999,4.215189873417722,27.211971679897026,3669.45,161
21473,149,1.7325581395348837,1.1393980848153213,2972.5499999999997,65
21474,203,2.2065217391304346,1.7480888676540858,4049.85,69
21475,1,1.0,0.0,14.95,1
21476,127,1.7162162162162162,1.2471306923361718,1864.0,53
21477,262,7.081081081081081,598.8543543543542,2962.5,35
21478,179,2.324675324675325,11.564251537935746,662.61,57
21479,4538,6.018567639257294,268.20682609966855,16917.32,410
21480,245,6.282051282051282,83.73414304993253,679.5500000000001,35
21481,7526,8.959523809523809,541.850564731256,21779.5,439
21482,665,4.854014598540146,66.64029626449116,1889.7500000000002,104
21484,4085,5.963503649635037,68.86270115678487,14071.27,367
21485,7257,5.842995169082125,273.74084130376383,34116.63,657
21486,841,4.947058823529412,111.48238774799853,2466.87,127
21488,2157,7.049019607843137,273.60742526518817,7914.150000000001,216
21489,16,2.6666666666666665,1.8666666666666667,63.2,6
21490,598,15.736842105263158,869.8748221906117,1047.6,36
21491,2827,12.620535714285714,342.89123558616274,5167.049999999999,184
21493,247,10.73913043478261,130.83794466403162,209.95,22
21494,2813,11.388663967611336,371.63694414272095,3655.28,147
21495,12415,33.10666666666667,943.7319073083783,5098.3,201
21496,25,25.0,0.0,10.5,1
21497,17450,36.12836438923395,4993.502160597229,6957.0,330
21498,26672,33.381727158948685,1570.732547890378,10829.24,454
21499,15025,32.80567685589519,1020.7214556677785,6048.5,302
21500,15850,32.41308793456033,978.4888447483995,6401.0,301
21503,1801,28.140625,505.07514880952374,740.42,57
21504,4838,16.975438596491227,288.3479861625896,1942.68,158
21506,10430,19.102564102564102,1353.0683603857922,4186.92,310
21507,7970,16.92144373673036,261.7533902516149,3232.8,267
21508,6472,15.8239608801956,158.66501270434833,2611.57,215
21509,8455,16.9438877755511,234.35829087894675,3396.07,264
21511,40,20.0,32.0,16.8,1
21518,1016,14.514285714285714,110.83312629399587,416.64,58
21519,7017,16.05720823798627,133.39809585791363,2868.66,181
21520,890,13.088235294117647,62.589113257243206,368.04,61
21523,6564,7.3505039193729,630.0642290058704,40929.840000000004,357
21524,5054,5.043912175648702,207.47459327100094,33122.69,474
21525,2,1.0,0.0,13.5,1
21527,3226,4.377204884667571,137.08850141584574,23041.74,352
21528,831,3.8651162790697673,215.65929145837868,4937.650000000001,145
21529,462,4.017391304347826,13.911975591151796,1548.9,94
21530,916,6.887218045112782,57.08566871724768,1154.92,99
21531,3879,6.266558966074314,143.74274720161452,9213.75,324
21532,1372,17.58974358974359,16227.699633699633,1358.3999999999999,58
21533,3195,3.745603751465416,38.91760095547892,15154.45,425
21534,851,2.8557046979865772,8.056549838429033,4071.75,199
21535,6580,6.7280163599182,179.5410975964569,15877.2,461
21536,215,3.7719298245614037,5.393483709273182,451.5,42
21537,967,4.150214592274678,30.757510729613735,4024.75,174
21538,1296,29.454545454545453,32608.625792811836,1860.0,40
21539,2575,4.3423271500843175,91.63768173738653,12091.050000000001,290
21540,1298,17.78082191780822,16444.145738203963,2195.5,52
21541,1782,11.95973154362416,310.5524215490658,1469.8999999999999,119
21542,1748,11.972602739726028,302.9509683514405,1443.3999999999999,112
21543,267,20.53846153846154,2926.7692307692305,186.95,13
21544,5750,15.498652291105122,1344.8128360166088,4599.5,229
21545,678,10.430769230769231,1200.8115384615376,1527.05,52
21547,684,7.434782608695652,746.5781175346391,1662.45,69
21548,641,8.217948717948717,881.1077256077258,1535.6000000000001,55
21549,539,11.977777777777778,1655.5222222222217,1222.8500000000001,36
21550,285,4.830508474576271,246.41905318527185,1437.75,42
21551,165,8.68421052631579,542.0058479532164,772.95,16
21552,162,4.909090909090909,167.08522727272728,805.6500000000001,25
21553,75,2.7777777777777777,25.64102564102564,393.6,24
21554,163,8.578947368421053,734.5906432748538,729.85,17
21555,316,6.196078431372549,98.32078431372551,784.2,38
21556,1370,7.740112994350283,1108.2729840780685,3281.1,132
21557,609,4.511111111111111,111.11741293532334,1758.39,71
21558,3880,7.211895910780669,170.62168317722706,9236.1,267
21559,7820,8.086866597724923,313.11874037866556,18469.04,396
21561,2864,6.45045045045045,129.9275618733858,6821.7300000000005,260
21562,664,10.375,232.84126984126982,926.71,47
21563,2701,8.855737704918033,498.44622519413286,6408.870000000001,180
21564,1897,7.43921568627451,462.648849776131,4237.47,134
21576,601,4.144827586206897,8.18026819923372,1333.67,118
21577,2210,6.656626506024097,231.0660284643105,4648.5,241
21578,1908,6.814285714285714,62.99047619047622,4275.0,184
21579,959,10.423913043478262,710.4666746297181,1340.15,80
21580,361,4.056179775280899,11.212717058222678,794.25,76
21581,1027,7.961240310077519,448.6156734496126,1484.1499999999999,104
21582,117,6.882352941176471,58.86029411764706,193.04999999999998,15
21584,3762,10.335164835164836,783.1655919837727,6058.5,253
21585,1,1.0,0.0,1.65,1
21586,2567,10.607438016528926,496.78716436336214,5977.950000000001,172
21587,2053,7.7180451127819545,63.82586182437226,5127.15,207
21588,3351,11.59515570934256,894.9778931180314,7748.55,191
21589,1115,12.816091954022989,574.5704357123764,2573.25,73
21590,3438,11.896193771626297,620.5308535178774,4128.78,203
21591,3325,9.010840108401084,156.79336043360433,4124.33,264
21592,5861,12.28721174004193,1202.9656554445671,6533.71,312
21593,1390,14.631578947368421,3477.1287793952965,1628.06,69
21609,1487,7.149038461538462,237.5573903753251,4127.450000000001,142
21610,529,6.011363636363637,79.94239811912226,1493.3500000000001,72
21611,735,5.364963503649635,59.909939888364136,2110.65,93
21612,676,6.8979591836734695,100.95855249316229,1912.6000000000001,76
21613,620,4.492753623188406,28.879509150534222,1802.6000000000001,111
21614,1607,8.878453038674033,463.69625537139353,4452.650000000001,123
21615,1116,8.145985401459853,174.5667668527265,2154.5,115
21616,1081,6.75625,80.2106525157233,2241.25,126
21617,778,5.36551724137931,42.44185823754789,1970.0,102
21618,594,5.6571428571428575,60.381318681318675,1519.0,86
21619,1052,6.224852071005917,121.22295012679622,1832.5,138
21620,999,5.429347826086956,27.710827987645516,1950.75,139
21621,6497,5.724229074889868,296.82952707269897,54432.62,583
21622,3517,6.325539568345324,831.9172564650986,18495.47,329
21623,6125,12.274549098196394,3204.8582063725858,44785.83,311
21624,1710,4.857954545454546,1201.837315462315,9987.98,281
21625,838,3.3927125506072873,79.83295480728083,5630.64,186
21626,1415,8.788819875776397,43.055124223602476,2759.25,136
21627,130,2.4074074074074074,14.283717679944095,1837.8999999999999,31
21628,106,2.65,16.541025641025637,1494.5,24
21629,101,2.061224489795918,2.1003401360544216,792.95,27
21630,104,2.2127659574468086,3.8233117483811285,908.8,21
21631,206,4.904761904761905,34.96631823461092,1412.1000000000001,38
21632,102,3.1875,15.834677419354838,772.5,30
21633,127,3.735294117647059,32.13992869875222,1038.45,32
21634,1718,35.06122448979592,1832.1420068027217,1425.1,42
21635,395,9.875,507.1891025641025,836.25,35
21636,1003,11.021978021978022,208.4439560439561,934.05,74
21637,1274,28.31111111111111,1700.6737373737376,1537.78,40
21638,982,8.115702479338843,60.51983471074379,2062.2000000000003,84
21639,249,19.153846153846153,155.3076923076923,211.64999999999998,12
21640,2002,13.902777777777779,266.1023698523698,1689.2199999999998,99
21641,1541,32.104166666666664,5016.520833333333,741.1299999999999,43
21642,4217,21.737113402061855,874.6300144223071,2270.85,150
21643,1320,12.815533980582524,139.01465829050073,1627.2,76
21644,1006,8.245901639344263,46.831594634873355,1257.5,72
21645,939,8.094827586206897,84.5213643178411,1549.35,85
21647,788,6.9734513274336285,43.00821744627058,1654.8000000000002,91
21648,2612,21.40983606557377,549.9794065844736,3141.88,96
21649,413,17.956521739130434,1132.0434782608695,1120.75,19
21650,2791,25.144144144144143,1123.4335790335788,826.99,84
21651,1301,12.046296296296296,457.5959674627899,2060.25,81
21652,867,11.876712328767123,69.9429223744292,1625.85,64
21653,1203,11.567307692307692,471.2963965646005,2397.3,75
21654,1129,17.92063492063492,531.1710189452126,696.2099999999999,53
21655,1302,18.6,455.0840579710146,2024.7,56
21656,821,9.891566265060241,122.21980605348223,1132.85,66
21657,226,2.4565217391304346,5.349737219302436,1534.7,76
21658,2007,5.701704545454546,44.54609395234396,7590.450000000001,166
21659,110,1.9642857142857142,4.507792207792208,1591.7,45
21661,219,2.7721518987341773,6.383317104836091,1279.0500000000002,55
21662,238,3.0126582278481013,30.26906848425836,1380.1000000000001,58
21663,69,2.76,5.773333333333334,404.55,21
21664,227,4.127272727272727,49.4835016835017,825.3299999999999,44
21665,766,17.813953488372093,408.48837209302326,475.1,35
21666,1678,24.318840579710145,3824.955669224211,1011.5000000000001,49
21667,329,2.3333333333333335,3.9666666666666686,5272.549999999999,119
21668,9391,15.122383252818036,477.1301594722358,11446.75,255
21669,9897,15.179447852760736,477.12135883445046,12115.21,262
21670,8061,13.77948717948718,412.1961538461536,9894.93,260
21671,8931,15.640980735551663,528.2691246505052,10762.47,265
21672,10290,16.20472440944882,583.8917757520062,12354.22,278
21673,9171,16.174603174603174,680.4835941443716,11022.43,263
21674,43,4.777777777777778,18.944444444444443,680.8499999999999,8
21675,1571,9.75776397515528,31.959704968944077,1336.9099999999999,124
21676,1102,11.244897959183673,174.78476751525355,787.3599999999999,75
21677,1973,10.01522842639594,41.90282813633067,1677.83,144
21678,515,11.195652173913043,301.62753623188394,358.78999999999996,39
21679,4691,17.438661710037174,2980.277007157522,3756.47,181
21680,2652,17.68,1226.9036241610743,2179.3199999999997,110
21681,228,3.04,22.147027027027026,2164.2,62
21682,548,3.8865248226950353,38.25845997973654,2667.21,116
21683,910,6.842105263157895,141.05821371610836,2607.7000000000003,96
21684,1656,18.60674157303371,2878.673135852911,1258.01,65
21685,3,1.5,0.5,44.849999999999994,2
21686,61,2.103448275862069,3.8817733990147794,2296.9500000000003,10
21687,446,5.373493975903615,86.52953276520716,1619.58,55
21688,850,7.87037037037037,55.59051574939426,2507.5000000000005,97
21689,337,5.912280701754386,171.86716791979958,1226.31,49
21690,248,3.0617283950617282,12.158641975308639,929.2,65
21691,240,3.287671232876712,5.429984779299847,898.56,56
21692,493,4.3628318584070795,35.82253476611884,1830.03,81
21693,810,8.181818181818182,37.150278293135436,2387.1000000000004,84
21694,540,8.852459016393443,268.32786885245906,1516.2000000000003,51
21695,572,7.626666666666667,41.561441441441445,1677.8000000000002,65
21696,734,7.726315789473684,20.349832026875696,2165.3,80
21697,372,53.142857142857146,7001.142857142858,295.08000000000004,6
21698,450,9.375,87.00531914893617,268.34,38
21699,108,36.0,1008.0,82.44,2
21700,5727,17.460365853658537,506.7323692847017,4786.83,186
21702,2636,329.5,506957.4285714287,918.6800000000001,5
21703,14289,30.663090128755364,6764.146462688631,5416.09,293
21704,16824,35.795744680851065,16154.670344326989,12750.539999999999,287
21705,2401,12.908602150537634,390.7753850624818,2883.21,142
21706,1210,6.576086956521739,225.05428842955544,4334.53,134
21707,952,7.212121212121212,724.3210733287074,3933.62,107
21708,550,6.111111111111111,81.29088639201001,2068.9,72
21709,640,8.10126582278481,1153.3229470950987,2597.41,69
21710,694,7.886363636363637,383.34326018808787,2063.91,80
21711,359,6.648148148148148,118.64744933612856,1411.45,51
21713,2565,7.7727272727272725,178.4010776457586,4472.25,232
21714,3357,10.36111111111111,662.1571207430336,3707.37,230
21715,3229,10.059190031152648,407.91211059190067,7566.87,255
21716,3336,10.79611650485437,404.1758290253435,7744.58,241
21717,1405,9.825174825174825,150.89175613119264,3355.95,122
21718,3691,11.868167202572348,744.5728866300179,4412.57,223
21719,824,8.76595744680851,67.23495767558911,698.8399999999999,69
21720,1023,11.758620689655173,184.25501202886923,854.99,73
21721,1005,11.043956043956044,103.66471306471307,851.13,73
21722,282,7.05,175.43333333333328,239.7,33
21723,807,8.585106382978724,95.04106611759319,685.9499999999999,66
21724,916,7.21259842519685,53.94650668666417,778.5999999999999,81
21725,1047,9.518181818181818,127.1877397831526,889.9499999999999,81
21726,1038,7.984615384615385,123.22456768038161,869.3,93
21728,294,8.166666666666666,1138.4285714285713,2670.6,33
21729,114,4.75,42.63043478260868,354.5,19
21730,1047,3.99618320610687,15.727954724927617,4952.09,155
21731,27102,25.567924528301887,3671.157799276644,41824.26,415
21732,923,15.913793103448276,3052.9222625529337,3199.17,50
21733,17228,10.378313253012049,942.1461237354482,48850.6,744
21734,55,3.6666666666666665,9.238095238095237,206.25,14
21735,765,3.787128712871287,100.17834096842522,8960.1,139
21736,178,7.739130434782608,53.1106719367589,343.02,22
21737,397,2.4355828220858897,68.2226766643944,7320.15,118
21738,386,3.574074074074074,18.63932156455521,1119.5,89
21739,364,3.603960396039604,9.161584158415842,1064.5900000000001,83
21740,164,3.3469387755102042,10.064625850340136,483.80000000000007,44
21741,618,4.611940298507463,27.6377510941533,1803.9000000000003,108
21742,429,2.2460732984293195,3.5654450261780113,2552.55,156
21743,1229,8.654929577464788,179.1921386474878,3433.55,117
21744,708,4.481012658227848,13.767153108119007,2134.0400000000004,131
21745,2670,5.7296137339055795,285.5224329687573,8980.54,236
21746,5638,14.49357326478149,491.29184003392214,6705.78,234
21747,1983,15.372093023255815,1544.4229651162782,2289.03,83
21749,5454,25.367441860465117,9803.42977613563,10331.4,153
21750,292,5.7254901960784315,55.36313725490195,601.2,43
21752,68,2.2666666666666666,6.478160919540229,972.6,28
21754,7231,3.904427645788337,15.5203045344703,42453.11,682
21755,5367,3.5637450199203187,14.182312610025006,31590.41,661
21756,1543,2.9559386973180075,7.036442591244363,9164.78,327
21757,69,2.15625,1.555443548387097,341.55,15
21758,101,2.2444444444444445,2.5525252525252524,647.45,34
21759,27,2.4545454545454546,15.472727272727273,968.08,11
21760,15,1.1538461538461537,0.14102564102564102,1740.0,12
21761,65,2.7083333333333335,21.346014492753618,1814.75,21
21763,43,2.5294117647058822,4.51470588235294,1157.8999999999999,15
21764,17,1.5454545454545454,0.8727272727272728,659.1500000000001,11
21765,338,2.793388429752066,16.59862258953168,2613.9,103
21767,1,1.0,0.0,29.95,1
21768,447,3.6048387096774195,330.3059926567007,5339.79,95
21769,123,2.5625,31.05984042553191,7954.87,42
21770,2896,4.984509466437177,1121.501483767583,13926.810000000001,423
21772,1,1.0,0.0,12.75,1
21773,1264,11.813084112149532,469.07794039851876,1118.96,87
21774,1261,11.568807339449542,939.0993883792044,1159.01,79
21775,511,6.3875,46.417563291139246,598.91,63
21777,1057,3.376996805111821,46.03690505447696,8046.150000000001,169
21779,301,13.681818181818182,53.75108225108224,1097.8000000000002,21
21780,125,7.352941176470588,18.99264705882353,835.55,17
21781,595,1.871069182389937,6.478592544094593,8609.25,150
21784,231,1.711111111111111,2.1771144278606958,2275.25,78
21785,1972,24.962025316455698,2771.395975332685,1465.1999999999998,71
21786,6866,30.38053097345133,4302.414552605701,2552.29,131
21787,14718,41.226890756302524,17459.81073553016,11385.18,221
21788,3213,17.751381215469614,703.2656230816452,2559.0299999999997,141
21789,2754,15.3,437.328491620112,2245.68,138
21790,25120,16.70212765957447,986.907886354949,19957.34,793
21791,16199,15.181818181818182,1267.6911137642855,19147.65,641
21792,478,3.621212121212121,15.779088595882499,2368.1,110
21793,344,3.6595744680851063,24.571036376115302,1564.44,81
21794,677,4.453947368421052,29.1104478912513,3226.87,123
21795,436,5.7368421052631575,1395.183157894737,3632.9700000000003,64
21796,323,4.893939393939394,785.111655011655,2769.44,57
21801,1860,22.962962962962962,274.2861111111111,781.1999999999999,69
21802,2388,23.643564356435643,274.91168316831676,1002.9599999999999,89
21803,2489,24.401960784313726,311.5100951271597,1045.3799999999999,86
21804,543,4.891891891891892,22.31547911547912,2025.45,92
21805,2124,25.285714285714285,607.122203098107,874.8,77
21806,2590,23.98148148148148,436.466943579093,1079.1599999999999,95
21807,3000,21.73913043478261,402.99714376388465,1251.36,114
21808,801,9.88888888888889,130.675,2008.75,70
21809,2868,18.745098039215687,798.7043343653253,2202.69,118
21810,6281,24.439688715953306,1158.5129499027241,3698.65,171
21811,5759,20.136363636363637,589.5708133971292,3937.97,199
21812,597,4.776,20.44941935483871,2913.15,103
21813,484,5.438202247191011,33.02170582226763,2345.4,76
21814,639,8.52,32.44216216216216,924.15,59
21815,612,9.415384615384616,35.24663461538461,884.9999999999999,58
21816,405,9.642857142857142,43.454703832752614,587.25,34
21817,1671,13.261904761904763,156.73885714285717,1058.79,102
21818,4104,14.34965034965035,327.09135075450854,2457.12,197
21819,3780,15.75,401.4267782426779,2173.7599999999998,178
21820,740,5.36231884057971,54.53929969321905,2724.71,112
21821,651,5.972477064220183,50.86034658511725,2408.85,86
21822,868,8.594059405940595,77.60356435643565,1102.9,73
21823,2268,12.670391061452515,203.01996108216682,2224.24,136
21824,2304,13.714285714285714,177.22326775021386,1918.1599999999999,137
21825,722,10.027777777777779,176.2527386541471,1027.6999999999998,62
21826,1691,8.583756345177665,253.14218377706433,2072.71,136
21827,810,6.328125,97.98597440944881,1007.94,89
21828,1060,7.114093959731544,301.04770542354413,1283.96,107
21829,14192,46.99337748344371,1625.235836395239,2940.0299999999997,211
21830,7387,32.541850220264315,1582.5413824022455,3059.95,151
21832,2995,10.472027972027972,459.62553060974125,4833.23,204
21833,5931,17.547337278106507,607.8983460046002,9797.310000000001,210
21836,225,2.7777777777777777,4.0,843.75,77
21837,216,3.085714285714286,5.731677018633539,1285.2,61
21838,1,1.0,0.0,5.45,1
21839,198,2.4444444444444446,15.500000000000004,1058.1000000000001,71
21841,427,3.416,18.212645161290315,1785.25,106
21842,541,14.236842105263158,558.8883357041251,1257.1499999999999,32
21843,5729,4.47578125,157.57408070269747,57946.189999999995,599
21844,5183,12.224056603773585,424.36811967527535,14293.85,252
21845,2419,16.79861111111111,295.3507672882674,3176.05,104
21846,944,10.727272727272727,478.61442006269573,1873.42,51
21847,252,10.956521739130435,638.7707509881424,448.2,20
21849,460,7.540983606557377,208.38579234972678,1020.34,46
21850,321,7.465116279069767,194.96899224806197,675.75,29
21851,383,8.326086956521738,458.49130434782586,736.67,34
21852,1,1.0,0.0,6.95,1
21864,1483,5.59622641509434,120.71134934248141,2947.02,166
21865,765,3.660287081339713,14.052309532572691,1601.5800000000002,129
21866,1659,5.53,60.63120401337791,2068.4,190
21867,972,4.584905660377358,65.05910757399624,1214.21,122
21868,8770,12.096551724137932,680.4906648885504,10353.86,377
21869,1245,11.971153846153847,554.0865384615386,1430.85,82
21870,5925,10.911602209944752,249.36486514036423,7124.67,243
21871,11099,18.28500823723229,3914.633157714452,12515.44,299
21872,5032,17.533101045296167,4263.802222168079,4993.0,169
21873,1943,12.953333333333333,2742.393780760627,2191.75,98
21874,6122,13.454945054945055,1899.962172629133,7509.76,211
21875,6681,20.36890243902439,5802.337500932344,7450.17,218
21876,5303,13.126237623762377,1736.3339004495979,6222.47,239
21877,13856,21.25153374233129,5201.0518409619945,15399.56,323
21878,5383,18.247457627118646,2305.7378761674136,4273.17,225
21879,1366,14.53191489361702,315.47746511095863,522.38,81
21880,1982,13.482993197278912,184.12813344515888,1009.5400000000001,123
21881,1183,18.2,1496.9125000000001,450.75,49
21882,921,12.791666666666666,528.8433098591552,398.73,61
21883,2038,12.351515151515152,173.09519586104958,1015.3600000000001,132
21884,1232,18.11764705882353,1443.1202809482004,457.36,61
21888,3219,5.125796178343949,121.53917400623725,11877.45,444
21889,11803,13.291666666666666,683.2147219090564,14430.66,595
21890,3296,7.885167464114833,768.3848634011455,9347.16,335
21891,11721,17.061135371179038,3067.6318255312103,14603.13,483
21892,7273,11.692926045016078,798.8379208930725,8814.42,447
21893,164,12.615384615384615,1051.2564102564104,523.0,13
21894,1144,7.477124183006536,107.92217062263511,1400.13,120
21895,529,7.557142857142857,831.4097308488614,1540.25,61
21896,2297,10.030567685589519,1354.7841492377233,4618.08,187
21897,857,8.401960784313726,1163.727916909338,2588.27,86
21898,760,8.26086956521739,1563.733397037745,2349.88,73
21899,6515,12.246240601503759,1475.6247504354117,4090.93,313
21900,8033,12.025449101796408,1196.4476272342881,5094.29,361
21901,6014,10.124579124579125,766.8309968714693,3833.42,315
21902,5225,12.32311320754717,1775.2546891029942,3244.59,250
21903,3342,9.658959537572255,1013.07755717517,6574.380000000001,230
21904,735,5.6106870229007635,211.3165002935994,1152.0,103
21905,1520,7.794871794871795,635.5144065556439,1977.8500000000001,132
21906,1642,5.246006389776358,746.5642868845746,11093.9,214
21907,4990,7.128571428571429,73.30819538115679,10306.150000000001,381
21908,9396,11.61433868974042,1191.8708832564341,18041.24,382
21910,1034,10.237623762376238,1595.282970297029,1331.7,84
21911,2374,9.237354085603112,675.0020367217886,3609.9,200
21912,3387,5.489465153970826,200.28276221347537,12157.97,447
21913,988,4.819512195121951,196.04079387852698,3590.02,170
21914,11830,14.28743961352657,504.08898352113727,14667.47,446
21915,35229,39.58314606741573,22957.568444534314,39870.65,467
21916,10417,18.974499089253186,1795.6635820935217,4211.9800000000005,304
21917,7892,20.4987012987013,1604.9746076839835,3226.38,246
21918,14126,23.861486486486488,4279.036619106421,5681.2,369
21922,1280,3.867069486404834,25.576215325460048,9624.04,204
21923,325,3.009259259259259,11.03729664243682,2483.75,80
21924,304,2.690265486725664,9.358565107458912,2307.8,82
21925,1178,7.551282051282051,49.74574028122418,1449.7,100
21926,992,7.294117647058823,45.80915032679737,1224.8,90
21927,1195,6.9476744186046515,38.47093023255816,1478.55,93
21928,23112,19.586440677966102,1578.6464656919834,41473.83,450
21929,24108,19.50485436893204,1574.8639440273582,43313.9,504
21930,12305,12.171117705242334,498.0944521158355,22795.28,386
21931,25970,15.028935185185185,696.7495965493584,47760.99,546
21932,3517,7.062248995983936,287.80497038455655,7260.76,315
21933,3782,7.945378151260504,339.70648385670006,8034.86,294
21934,3258,9.416184971098266,237.0726648236575,5155.7,164
21935,5021,11.083885209713024,377.8867530133423,7898.07,234
21936,7383,9.357414448669202,374.06752427090777,20437.41,396
21937,3801,7.556660039761431,297.29907408140843,10572.95,286
21942,1322,20.65625,5897.499007936508,691.2,41
21943,387,9.439024390243903,68.05243902439025,304.83,37
21944,1538,20.236842105263158,5057.036491228071,811.0999999999999,53
21945,1518,20.24,4774.698378378377,859.64,61
21946,579,19.3,2070.7,307.81,25
21947,1371,7.879310344827586,151.44777755630852,1708.17,122
21948,1990,17.304347826086957,8071.599542334093,2298.31,71
21949,2343,17.355555555555554,6990.8577114427835,2682.79,91
21950,185,92.5,15312.5,197.05,2
21955,3717,6.408620689655172,729.5339497349771,21078.23,279
21967,15449,41.087765957446805,84102.40027659571,4246.29,250
21972,1000,7.518796992481203,66.34244702665755,1450.0,105
21973,1614,10.024844720496894,321.29937888198754,2253.9,117
21974,6652,11.921146953405017,440.5539146605923,9374.96,355
21975,30881,26.644521138912857,4617.883888349945,14818.01,543
21976,14053,19.356749311294767,1292.4918647287932,7073.63,404
21977,54592,34.05614472863381,10161.317694740595,26407.35,767
21980,31066,54.31118881118881,203949.53521609743,8456.279999999999,406
21981,25859,65.13602015113351,299437.44104775693,6855.19,282
21982,31340,58.57943925233645,238893.93328432916,9774.279999999999,335
21983,6000,22.641509433962263,1223.965694682676,1776.84,208
21984,25150,70.44817927170868,329779.52329021454,6880.0,256
21985,24766,33.15394912985274,38072.10897567033,8441.64,493
21986,13103,34.48157894736842,24252.90467296208,4469.15,275
21987,6320,17.802816901408452,2636.616376223441,3848.8,209
21988,7649,21.365921787709496,4206.714465674535,5544.05,209
21989,8073,16.995789473684212,3061.9873240062166,5973.09,264
21990,1786,7.567796610169491,194.9102776776054,2818.3,170
21991,874,6.287769784172662,180.9890522364717,1333.98,109
21992,2064,6.573248407643312,113.90036832787287,3436.04,242
21993,2051,7.196491228070175,129.0668890536201,3171.4,208
22021,1305,6.126760563380282,65.50744087164495,2106.45,161
22023,4812,15.423076923076923,132.6242888943853,1939.47,177
22024,5155,17.654109589041095,313.06551569928934,2069.53,170
22025,3817,18.71078431372549,551.9110161305905,1523.22,148
22026,3880,14.865900383141762,85.60117889773059,1592.88,140
22027,10808,16.967032967032967,471.79922593130175,4395.65,335
22028,6083,16.620218579234972,223.60057639044854,2474.29,203
22029,17003,19.67939814814815,824.0025414681774,6773.84,429
22030,12340,20.26272577996716,2423.082177426324,4948.05,353
22031,963,12.0375,9.201107594936708,409.17,65
22032,903,12.202702702702704,8.903554239170678,378.42,64
22033,1552,14.504672897196262,60.70516663727734,644.64,80
22034,1533,18.46987951807229,275.1545694975023,635.22,71
22035,3930,16.10655737704918,163.2643189637724,1608.22,152
22036,1618,14.709090909090909,94.35496246872391,668.76,77
22037,6751,14.212631578947368,97.77114812347324,2806.0,270
22038,1150,25.555555555555557,13.888888888888886,481.0,43
22039,850,28.333333333333332,204.02298850574715,353.0,27
22040,2815,29.9468085106383,1515.3197208876686,1144.3,82
22041,6845,21.191950464396285,877.590369786358,15088.77,101
22042,1625,16.75257731958763,111.18814432989684,577.62,89
22043,2112,22.70967741935484,273.79523141654977,583.08,86
22044,1909,22.458823529411763,317.6084033613445,536.82,80
22045,14417,30.739872068230277,1112.82535126565,5929.14,290
22046,6350,30.67632850241546,638.1325922799116,2603.0,147
22047,8225,31.634615384615383,1343.360187110187,3340.5,211
22048,2815,27.598039215686274,334.5199961172588,1166.3,93
22049,3450,30.530973451327434,376.5012642225029,994.75,95
22050,3300,28.695652173913043,539.9504195270783,1354.0,100
22051,3175,27.370689655172413,282.3744377811094,1317.5,95
22052,3446,27.79032258064516,307.32153160241285,1427.32,105
22053,4518,68.45454545454545,230248.40559440557,3948.92,61
22054,321,5.836363636363636,23.73198653198654,520.05,45
22055,4491,9.0,198.60642570281138,6731.23,252
22056,596,23.84,3216.056666666666,619.84,23
22057,2903,16.78034682080925,1390.0561231348302,3484.35,113
22058,503,5.08080808080808,27.299525870954454,749.47,71
22059,4803,12.5078125,895.8537247062666,6194.63,183
22060,714,4.890410958904109,108.73273500236182,5285.22,112
22061,2086,4.698198198198198,121.64685904866505,17354.85,219
22062,711,7.181818181818182,139.80333951762518,1048.49,68
22063,2161,8.093632958801498,290.07014727830835,5532.55,142
22064,6214,12.630081300813009,519.8751014190387,9302.1,213
22065,8257,23.795389048991353,5679.879978677683,5453.99,249
22066,3406,13.1,406.27567567567553,2654.64,185
22067,1765,9.697802197802197,328.1125918280615,2717.13,108
22068,937,5.176795580110498,64.8352363413137,1328.43,111
22069,639,7.021978021978022,61.75506715506718,917.73,66
22070,1743,6.247311827956989,259.61127871896036,5267.26,217
22071,1504,6.266666666666667,333.8783821478381,4220.7,200
22072,2175,5.228365384615385,106.04169949026884,7514.55,200
22073,1929,5.171581769436997,31.115641846118397,7005.51,227
22074,1741,11.16025641025641,295.8515715467328,1707.59,127
22075,2801,10.731800766283525,458.60471559092264,4031.27,201
22076,2100,8.641975308641975,131.80930517294155,3030.42,197
22077,16026,11.529496402877697,300.90157714001595,27031.04,685
22078,3801,9.696428571428571,502.9638746803075,7739.6,246
22079,4736,8.642335766423358,202.8297948998519,7670.64,397
22080,3745,8.45372460496614,160.9316772724022,6081.25,336
22081,1455,6.799065420560748,23.372581282085044,2411.87,170
22082,6878,8.20763723150358,165.208926071348,11166.78,512
22083,12865,11.890018484288355,820.7584756703326,35216.41,589
22084,8437,11.833099579242637,588.7291275982165,23049.95,464
