customer_id,recency,frequency,monetary,average_order_value,first_purchase_date,customer_tenure_days,purchase_frequency_per_day,churn,churn_probability
13798,1,110,75428.87,685.717,2009-12-08 16:21:00,731,0.1504787961696306,0,0.00870117
13799,117,9,2803.57,311.5077777777778,2010-03-05 16:39:00,644,0.0139751552795031,1,0.19828142
13800,310,3,1679.56,559.8533333333334,2009-12-03 10:03:00,737,0.0040705563093622,1,0.85822713
13801,67,1,324.8,324.8,2011-10-04 10:15:00,67,0.0149253731343283,0,0.0040811333
13802,139,19,26259.11,1382.0584210526315,2010-02-16 10:11:00,662,0.0287009063444108,1,0.26274133
13803,255,3,1338.91,446.3033333333333,2010-03-31 10:00:00,619,0.0048465266558966,1,0.6826967
13804,31,9,3161.12,351.23555555555555,2010-09-29 10:26:00,437,0.0205949656750572,0,0.07466315
13805,52,2,924.6,462.3,2011-08-02 15:29:00,129,0.0155038759689922,0,0.22861181
13806,64,1,256.38,256.38,2011-10-07 11:43:00,64,0.015625,0,0.0015090262
13807,367,3,422.2,140.73333333333332,2009-12-04 12:41:00,736,0.0040760869565217,1,0.79007316
13808,6,5,1747.66,349.53200000000004,2011-09-04 12:07:00,97,0.0515463917525773,0,0.011197776
13809,305,3,679.6999999999999,226.56666666666663,2010-09-05 11:42:00,461,0.0065075921908893,1,0.7385343
13810,29,3,1499.01,499.67,2011-10-14 12:57:00,56,0.0535714285714285,0,0.0024927312
13811,184,3,814.5,271.5,2011-04-14 18:40:00,239,0.0125523012552301,1,0.3085464
13812,42,3,539.0,179.66666666666666,2011-08-26 12:54:00,105,0.0285714285714285,0,0.016307104
13813,40,8,2765.4700000000003,345.68375000000003,2009-12-06 10:16:00,734,0.0108991825613079,0,0.3291412
13814,92,3,2257.32,752.44,2010-06-30 14:12:00,527,0.0056925996204933,1,0.7065431
13815,22,8,7475.74,934.4675,2010-02-12 10:26:00,666,0.012012012012012,0,0.3611926
13816,24,2,571.6700000000001,285.83500000000004,2011-10-06 14:37:00,64,0.03125,0,0.0014991587
13817,29,2,382.98,191.49,2010-12-23 11:46:00,352,0.0056818181818181,0,0.5174226
13818,430,1,61.28,61.28,2010-10-06 12:35:00,430,0.0023255813953488,1,0.9991937
13819,302,6,2642.35,440.39166666666665,2009-12-01 16:18:00,738,0.008130081300813,1,0.44544643
13820,418,3,652.75,217.58333333333331,2010-01-28 12:26:00,681,0.0044052863436123,1,0.72166157
13821,145,6,1379.08,229.84666666666664,2010-01-04 13:36:00,704,0.0085227272727272,1,0.53131825
13822,6,2,632.0,316.0,2011-10-30 15:55:00,40,0.05,0,0.002198143
13823,19,7,3403.4500000000003,486.2071428571429,2009-12-15 14:34:00,724,0.0096685082872928,0,0.3739335
13824,33,12,3314.76,276.23,2010-03-12 15:17:00,637,0.0188383045525902,0,0.12470242
13825,622,2,255.59,127.795,2009-12-09 14:30:00,730,0.0027397260273972,1,0.9545176
13826,176,1,189.5,189.5,2011-06-16 13:48:00,176,0.0056818181818181,1,0.99802125
13827,58,3,409.8,136.6,2011-07-19 15:38:00,143,0.0209790209790209,0,0.1077643
13828,22,1,209.49,209.49,2011-11-17 16:02:00,22,0.0454545454545454,0,0.0011814721
13829,421,1,102.0,102.0,2010-10-14 18:19:00,421,0.002375296912114,1,0.9994012
13830,582,1,156.85000000000002,156.85000000000002,2010-05-07 12:24:00,582,0.0017182130584192,1,0.9993148
13831,16,18,6585.54,365.8633333333333,2009-12-10 14:50:00,729,0.0246913580246913,0,0.098147966
13832,19,2,609.89,304.945,2010-10-13 14:41:00,422,0.0047393364928909,0,0.65655917
13833,159,2,700.41,350.205,2010-10-31 14:11:00,404,0.0049504950495049,1,0.5039212
13834,577,2,324.19,162.095,2010-02-08 12:52:00,669,0.0029895366218236,1,0.9724305
13835,25,7,1095.27,156.46714285714285,2010-03-04 08:26:00,646,0.0108359133126934,0,0.546957
13836,399,2,620.37,310.185,2010-10-21 13:27:00,414,0.0048309178743961,1,0.7014001
13837,212,2,266.59000000000003,133.29500000000002,2011-01-26 12:15:00,318,0.0062893081761006,1,0.5888222
13838,6,10,1690.07,169.007,2010-05-09 11:40:00,580,0.0172413793103448,0,0.23826323
13839,486,1,139.95000000000002,139.95000000000002,2010-08-10 13:52:00,486,0.0020576131687242,1,0.9993259
13840,416,1,651.4,651.4,2010-10-19 13:34:00,416,0.0024038461538461,1,0.99886
13841,253,1,85.0,85.0,2011-04-01 12:10:00,253,0.0039525691699604,1,0.99849
13842,59,18,5319.34,295.5188888888889,2010-02-16 15:54:00,661,0.0272314674735249,0,0.09887467
13843,381,1,319.75,319.75,2010-11-23 17:48:00,381,0.0026246719160104,1,0.9993358
13844,11,1,361.62,361.62,2011-11-28 13:21:00,11,0.0909090909090909,0,0.00088519655
13845,65,1,312.98,312.98,2011-10-06 08:25:00,65,0.0153846153846153,0,0.0031398674
13846,25,4,1307.79,326.9475,2010-11-05 09:47:00,400,0.01,0,0.22647904
13847,720,1,310.72,310.72,2009-12-20 10:41:00,720,0.0013888888888888,1,0.9986675
13848,92,8,3015.0,376.875,2009-12-09 16:17:00,730,0.010958904109589,1,0.35006526
13849,52,5,3469.3,693.86,2010-03-25 12:03:00,625,0.008,0,0.42008033
13850,129,1,1595.48,1595.48,2011-08-02 14:04:00,129,0.0077519379844961,1,0.982621
13851,96,8,4606.46,575.8075,2010-01-29 11:54:00,680,0.0117647058823529,1,0.35483614
13852,611,1,187.35,187.35,2010-04-08 09:06:00,611,0.0016366612111292,1,0.99927825
13853,57,1,1090.14,1090.14,2011-10-13 14:18:00,57,0.0175438596491228,0,0.002249164
13854,9,39,11944.56,306.2707692307692,2010-01-08 11:28:00,701,0.0556348074179743,0,0.07996406
13855,501,4,1310.34,327.58500000000004,2009-12-08 16:56:00,731,0.0054719562243502,1,0.6914441
13856,169,11,1142.03,103.82090909090908,2010-03-30 15:40:00,619,0.0177705977382875,1,0.3650457
13857,393,6,1001.01,166.835,2010-05-17 14:21:00,571,0.010507880910683,1,0.54050195
13858,57,1,216.17,216.17,2011-10-13 16:17:00,57,0.0175438596491228,0,0.0012995258
13859,326,2,515.86,257.93,2010-06-28 15:36:00,529,0.0037807183364839,1,0.8834628
13860,1,5,1245.9,249.18,2011-09-14 09:27:00,87,0.057471264367816,0,0.0017275655
13861,429,2,273.26,136.63,2010-06-27 11:37:00,531,0.0037664783427495,1,0.9001842
13862,18,9,2556.09,284.01,2010-11-15 13:43:00,389,0.0231362467866323,0,0.06254937
13863,248,4,1239.55,309.8875,2010-04-25 13:09:00,593,0.0067453625632377,1,0.60554606
13864,387,1,662.4000000000001,662.4000000000001,2010-11-18 12:50:00,387,0.0025839793281653,1,0.9991266
13865,58,4,501.56,125.39,2011-02-23 12:04:00,290,0.0137931034482758,0,0.4147393
13866,74,1,145.67,145.67,2011-09-26 14:54:00,74,0.0135135135135135,0,0.0049654343
13867,31,3,1005.09,335.03000000000003,2011-05-05 17:28:00,218,0.0137614678899082,0,0.21746175
13868,7,2,3192.54,1596.27,2011-11-01 12:45:00,39,0.0512820512820512,0,0.0030751857
13869,123,10,7996.87,799.687,2010-01-17 14:53:00,691,0.0144717800289435,1,0.2330561
13870,2,15,5712.08,380.80533333333335,2010-02-08 12:08:00,670,0.0223880597014925,0,0.09559406
13871,23,17,7885.85,463.8735294117647,2009-12-20 13:09:00,719,0.0236439499304589,0,0.10663293
13872,527,3,919.57,306.52333333333337,2009-12-14 09:56:00,726,0.0041322314049586,1,0.8053447
13873,120,8,1038.92,129.865,2010-03-03 12:31:00,647,0.0123647604327666,1,0.5100012
13874,358,7,2049.15,292.7357142857143,2010-02-04 18:39:00,673,0.0104011887072808,1,0.5322995
13875,54,14,4814.37,343.88357142857143,2009-12-17 10:30:00,723,0.0193637621023513,0,0.11649014
13876,64,1,122.7,122.7,2011-10-07 10:22:00,64,0.015625,0,0.004100054
13877,86,3,449.68,149.89333333333337,2010-01-19 10:53:00,690,0.0043478260869565,0,0.8450194
13878,55,4,2416.9,604.225,2010-04-14 13:50:00,604,0.0066225165562913,0,0.46458665
13879,646,1,395.5,395.5,2010-03-04 10:49:00,646,0.001547987616099,1,0.9984114
13880,21,17,4293.86,252.58,2010-05-26 14:29:00,562,0.0302491103202846,0,0.04524518
13881,4,43,45179.1,1050.6767441860466,2010-03-04 14:41:00,645,0.0666666666666666,0,0.010860751
13882,3,5,1191.13,238.22600000000003,2011-10-06 15:28:00,64,0.078125,0,0.00076924096
13883,11,15,6560.02,437.3346666666667,2009-12-08 17:26:00,731,0.0205198358413132,0,0.12783104
13884,7,10,1825.03,182.503,2010-08-26 19:57:00,470,0.0212765957446808,0,0.10819188
13885,189,2,506.8,253.4,2011-05-23 08:52:00,201,0.0099502487562189,1,0.5580567
13886,71,1,243.56,243.56,2011-09-29 13:17:00,71,0.0140845070422535,0,0.0019623628
13887,204,1,349.55,349.55,2011-05-19 17:22:00,204,0.0049019607843137,1,0.9952695
13888,120,7,2001.59,285.9414285714286,2010-05-13 11:57:00,576,0.0121527777777777,1,0.39615554
13889,93,6,1991.23,331.87166666666667,2010-01-22 14:32:00,686,0.0087463556851311,1,0.585685
13890,1,14,2927.38,209.09857142857143,2009-12-06 15:15:00,733,0.0190995907230559,0,0.1325324
13891,378,3,859.21,286.40333333333336,2010-05-06 16:02:00,582,0.0051546391752577,1,0.675422
13892,27,6,1267.65,211.275,2010-05-13 10:32:00,576,0.0104166666666666,0,0.50427
13893,298,1,821.1,821.1,2011-02-15 11:30:00,298,0.0033557046979865,1,0.9981527
13894,24,3,564.62,188.20666666666668,2011-02-02 12:54:00,310,0.0096774193548387,0,0.44874182
13895,28,6,4008.52,668.0866666666667,2009-12-03 13:09:00,736,0.0081521739130434,0,0.47660384
13896,626,1,388.55,388.55,2010-03-24 08:55:00,626,0.0015974440894568,1,0.99912554
13897,50,3,1160.72,386.9066666666667,2010-01-31 13:48:00,677,0.0044313146233382,0,0.7040613
13898,326,2,686.4,343.2,2010-10-24 15:42:00,411,0.0048661800486618,1,0.68709445
13899,16,2,388.52,194.26,2011-03-10 09:30:00,275,0.0072727272727272,0,0.54937166
13900,183,6,1610.59,268.4316666666667,2010-03-25 13:46:00,624,0.0096153846153846,1,0.5096778
13901,72,15,5676.34,378.42266666666666,2010-01-05 09:29:00,704,0.0213068181818181,0,0.12644355
13902,632,5,34095.26,6819.052000000001,2009-12-15 10:02:00,725,0.0068965517241379,1,0.6302042
13903,400,1,165.45000000000002,165.45000000000002,2010-11-04 17:44:00,400,0.0025,1,0.99944764
13904,37,2,332.64,166.32,2011-02-18 11:18:00,295,0.0067796610169491,0,0.49041697
13905,733,1,312.65,312.65,2009-12-07 11:41:00,733,0.0013642564802182,1,0.9987286
13906,409,1,42.0,42.0,2010-10-26 15:00:00,409,0.0024449877750611,1,0.99923956
13907,692,1,136.8,136.8,2010-01-17 12:22:00,692,0.0014450867052023,1,0.9990582
13908,80,4,2369.55,592.3875,2011-03-08 12:04:00,277,0.0144404332129963,0,0.25533268
13909,423,2,282.85,141.425,2010-07-06 16:52:00,521,0.0038387715930902,1,0.8848272
13911,57,20,4234.99,211.7495,2010-03-01 16:31:00,648,0.0308641975308641,0,0.055023957
13912,424,1,124.95,124.95,2010-10-12 08:43:00,424,0.0023584905660377,1,0.9994012
13913,507,1,42.22,42.22,2010-07-21 10:11:00,507,0.0019723865877712,1,0.99907196
13914,12,2,626.45,313.225,2011-11-03 16:28:00,36,0.0555555555555555,0,0.0023618697
13915,394,1,70.80000000000001,70.80000000000001,2010-11-10 15:17:00,394,0.0025380710659898,1,0.9993394
13916,464,4,1275.81,318.9525,2010-02-02 10:06:00,676,0.0059171597633136,1,0.73978335
13917,50,2,272.04,136.02,2011-06-01 12:46:00,192,0.0104166666666666,0,0.34158513
13918,50,2,1212.84,606.4200000000001,2011-03-31 18:05:00,253,0.0079051383399209,0,0.45791554
13919,59,4,1360.68,340.17,2010-06-17 09:30:00,541,0.0073937153419593,0,0.5898
13920,432,4,1774.68,443.67,2010-05-26 15:48:00,562,0.0071174377224199,1,0.65444565
13921,402,4,730.7,182.675,2009-12-18 12:19:00,722,0.0055401662049861,1,0.67294973
13922,352,3,865.2,288.40000000000003,2010-08-29 14:36:00,467,0.006423982869379,1,0.7343164
13923,54,1,351.13,351.13,2011-10-17 12:33:00,54,0.0185185185185185,0,0.0025593366
13924,2,6,1838.85,306.475,2011-09-28 15:07:00,72,0.0833333333333333,0,0.0009970684
13925,93,4,678.25,169.5625,2011-07-28 12:09:00,135,0.0296296296296296,1,0.096245766
13926,23,1,223.85,223.85,2011-11-16 13:16:00,23,0.0434782608695652,0,0.0008543655
13927,75,2,708.26,354.13,2010-09-28 16:12:00,437,0.0045766590389016,0,0.6284547
13928,11,4,464.57,116.1425,2011-07-29 15:59:00,133,0.0300751879699248,0,0.052159604
13929,169,11,3494.1,317.6454545454545,2010-01-14 07:25:00,695,0.0158273381294964,1,0.21880388
13930,58,2,337.34,168.67,2011-07-26 11:00:00,137,0.0145985401459854,0,0.3847588
13931,96,11,5257.38,477.9436363636364,2009-12-03 10:26:00,737,0.0149253731343283,1,0.17860168
13932,295,1,307.4,307.4,2011-02-18 12:02:00,295,0.0033898305084745,1,0.9976647
13933,109,2,608.79,304.395,2011-07-14 13:35:00,148,0.0135135135135135,1,0.41373214
13934,264,1,922.1,922.1,2011-03-21 08:39:00,264,0.0037878787878787,1,0.99817085
13935,597,3,6116.92,2038.9733333333331,2010-02-25 16:01:00,652,0.004601226993865,1,0.7562252
13936,180,3,939.66,313.22,2010-10-21 14:21:00,414,0.0072463768115942,1,0.45701942
13937,169,2,880.13,440.065,2010-11-02 12:37:00,403,0.0049627791563275,1,0.520828
13938,35,1,71.66,71.66,2011-11-04 14:37:00,35,0.0285714285714285,0,0.0036511128
13939,23,7,1560.96,222.99428571428567,2010-04-06 12:43:00,613,0.0114192495921696,0,0.4152754
13940,17,4,839.14,209.785,2011-07-18 16:05:00,144,0.0277777777777777,0,0.048656583
13941,22,15,10027.18,668.4786666666666,2009-12-16 16:10:00,723,0.0207468879668049,0,0.11942417
13942,535,1,320.0,320.0,2010-06-23 12:35:00,535,0.0018691588785046,1,0.99916327
13943,578,1,246.54,246.54,2010-05-11 11:30:00,578,0.0017301038062283,1,0.9992073
13944,653,1,200.43,200.43,2010-02-24 15:02:00,653,0.001531393568147,1,0.9992454
13945,395,2,854.1500000000001,427.0750000000001,2010-08-17 09:59:00,480,0.0041666666666666,1,0.7522154
13946,79,6,1876.23,312.705,2009-12-04 11:07:00,736,0.0081521739130434,0,0.5042499
13947,65,1,90.6,90.6,2011-10-05 14:42:00,65,0.0153846153846153,0,0.004036887
13948,361,4,548.76,137.19,2009-12-04 12:14:00,736,0.0054347826086956,1,0.6775865
13949,3,6,2427.32,404.5533333333333,2011-09-06 11:55:00,95,0.0631578947368421,0,0.0016662087
13950,11,4,745.0600000000001,186.265,2011-04-07 11:29:00,247,0.0161943319838056,0,0.20494264
13951,176,3,674.45,224.8166666666667,2011-02-18 15:21:00,294,0.010204081632653,1,0.46452695
13952,218,14,12823.521,915.9657857142856,2009-12-16 09:41:00,724,0.0193370165745856,1,0.1537284
13953,7,12,6640.68,553.39,2009-12-11 12:58:00,728,0.0164835164835164,0,0.19741407
13954,2,2,439.92,219.96,2011-09-30 10:52:00,71,0.028169014084507,0,0.0019878498
13955,154,3,544.0699999999999,181.35666666666663,2010-11-29 17:35:00,375,0.008,1,0.4921552
13956,5,5,1019.27,203.854,2011-03-13 12:51:00,271,0.018450184501845,0,0.08076587
13957,418,3,458.25,152.75,2010-02-19 10:32:00,659,0.0045523520485584,1,0.7231455
13958,380,8,4709.2300000000005,588.6537500000001,2009-12-05 13:12:00,734,0.0108991825613079,1,0.37043092
13959,79,6,1064.77,177.46166666666667,2010-07-16 15:11:00,511,0.0117416829745596,0,0.3445978
13960,21,2,230.22,115.11,2011-09-29 12:39:00,72,0.0277777777777777,0,0.001374239
13961,392,1,538.4,538.4,2010-11-12 14:40:00,392,0.0025510204081632,1,0.9993932
13962,22,3,362.8,120.93333333333334,2010-09-30 10:35:00,436,0.0068807339449541,0,0.5288387
13963,308,17,2860.57,168.26882352941178,2010-04-21 16:20:00,597,0.0284757118927973,1,0.18324114
13964,387,2,438.9,219.45,2010-10-05 12:38:00,431,0.0046403712296983,1,0.650681
13965,477,3,996.61,332.2033333333333,2010-01-05 15:21:00,703,0.0042674253200568,1,0.7828369
13966,435,1,384.26,384.26,2010-09-30 13:08:00,435,0.0022988505747126,1,0.99912125
13967,146,2,166.3,83.15,2010-11-08 13:24:00,396,0.005050505050505,1,0.8970409
13968,423,1,123.66,123.66,2010-10-12 13:22:00,423,0.0023640661938534,1,0.9994012
13969,7,35,12973.46,370.67028571428574,2010-03-25 13:15:00,624,0.0560897435897435,0,0.04495695
13970,386,2,846.55,423.275,2010-09-28 11:53:00,438,0.0045662100456621,1,0.6162947
13971,19,14,4667.57,333.3978571428571,2010-01-26 09:51:00,683,0.0204978038067349,0,0.1216314
13972,71,2,190.25,95.125,2011-05-22 11:34:00,202,0.0099009900990099,0,0.6915006
13973,287,1,264.7,264.7,2011-02-25 15:21:00,287,0.0034843205574912,1,0.99696094
13974,49,2,677.72,338.86,2010-05-06 17:55:00,582,0.0034364261168384,0,0.8558817
13975,31,12,5256.4,438.0333333333333,2010-02-02 13:13:00,675,0.0177777777777777,0,0.13219365
13976,207,4,1192.36,298.09000000000003,2010-02-09 13:08:00,668,0.0059880239520958,1,0.73978335
13977,411,1,519.8100000000001,519.8100000000001,2010-10-24 14:08:00,411,0.0024330900243309,1,0.9992349
13978,15,2,196.79,98.395,2011-10-25 15:04:00,45,0.0444444444444444,0,0.0012212163
13979,73,7,3379.93,482.8471428571429,2009-12-03 10:02:00,737,0.0094979647218453,0,0.34891403
13980,60,5,768.8199999999999,153.76399999999998,2010-02-21 14:18:00,656,0.0076219512195121,0,0.5508363
13981,416,1,331.14,331.14,2010-10-20 10:03:00,416,0.0024038461538461,1,0.9992386
13982,39,9,3954.29,439.3655555555556,2010-01-20 14:04:00,688,0.0130813953488372,0,0.26493147
13983,30,21,6753.89,321.61380952380955,2009-12-09 13:53:00,730,0.0287671232876712,0,0.08267671
13984,27,12,1893.8,157.81666666666666,2009-12-07 11:51:00,733,0.0163710777626193,0,0.27967885
13985,4,22,10020.86,455.4936363636364,2010-02-09 13:56:00,668,0.0329341317365269,0,0.041095097
13986,17,1,320.46,320.46,2011-11-22 15:00:00,17,0.0588235294117647,0,0.0027666022
13987,380,2,682.54,341.27,2010-11-04 09:54:00,401,0.0049875311720698,1,0.52142143
13988,20,8,4757.8,594.725,2010-03-24 11:05:00,626,0.0127795527156549,0,0.1844809
13989,66,5,2026.06,405.212,2010-05-25 12:13:00,564,0.0088652482269503,0,0.5708723
13990,213,1,311.3,311.3,2011-05-10 15:19:00,213,0.0046948356807511,1,0.997221
13991,12,6,852.88,142.14666666666668,2011-07-19 12:58:00,143,0.0419580419580419,0,0.05072381
13992,30,3,219.5,73.16666666666667,2010-09-02 17:04:00,463,0.0064794816414686,0,0.72014076
13993,43,19,6775.71,356.6163157894737,2009-12-03 11:57:00,737,0.0257801899592944,0,0.09488768
13994,4,6,2274.14,379.0233333333333,2011-07-14 18:28:00,148,0.0405405405405405,0,0.033227928
13995,15,14,3902.01,278.71500000000003,2009-12-18 12:43:00,722,0.0193905817174515,0,0.11649014
13996,386,2,895.76,447.88,2010-11-05 15:07:00,399,0.0050125313283208,1,0.51051897
13997,519,3,376.46,125.48666666666666,2010-06-07 17:33:00,550,0.0054545454545454,1,0.7377196
13998,447,3,566.7,188.9,2010-05-12 13:18:00,576,0.0052083333333333,1,0.701912
13999,10,29,9502.26,327.6641379310345,2009-12-05 12:42:00,735,0.0394557823129251,0,0.036063015
14000,211,5,2046.34,409.268,2009-12-02 09:50:00,738,0.0067750677506775,1,0.54434234
14001,46,9,4228.85,469.8722222222223,2010-08-03 12:49:00,494,0.0182186234817813,0,0.08659806
14002,134,2,529.73,264.865,2011-07-06 14:59:00,156,0.0128205128205128,1,0.44129363
14003,733,1,209.41,209.41,2009-12-07 08:53:00,733,0.0013642564802182,1,0.9989955
14004,43,11,6258.45,568.9499999999999,2010-09-30 09:39:00,436,0.0252293577981651,0,0.055323724
14005,10,5,2874.72,574.944,2011-05-08 10:33:00,216,0.0231481481481481,0,0.10000476
14006,116,7,2196.67,313.81,2010-02-25 09:45:00,653,0.010719754977029,1,0.56220174
14007,513,1,79.48,79.48,2010-07-15 09:06:00,513,0.0019493177387914,1,0.99926144
14008,432,1,509.04,509.04,2010-10-03 13:09:00,432,0.0023148148148148,1,0.99914527
14009,198,3,1099.91,366.6366666666667,2010-09-03 12:08:00,463,0.0064794816414686,1,0.7156168
14010,565,2,445.15,222.575,2010-05-23 12:46:00,566,0.0035335689045936,1,0.87271714
14011,480,2,457.82,228.91,2010-04-11 13:40:00,607,0.0032948929159802,1,0.857703
14012,278,1,328.8,328.8,2011-03-07 12:26:00,278,0.0035971223021582,1,0.9974778
14013,110,5,1084.57,216.914,2010-03-26 10:02:00,624,0.0080128205128205,1,0.570848
14014,77,3,1948.21,649.4033333333333,2010-05-12 09:04:00,577,0.0051993067590987,0,0.57073146
14015,53,1,917.34,917.34,2011-10-18 10:02:00,53,0.0188679245283018,0,0.002381111
14016,162,11,11403.41,1036.6736363636364,2010-01-08 14:12:00,700,0.0157142857142857,1,0.40514553
14017,571,1,229.75,229.75,2010-05-17 14:52:00,571,0.0017513134851138,1,0.9992073
14018,645,1,367.15,367.15,2010-03-04 14:23:00,645,0.0015503875968992,1,0.9984114
14019,47,3,1421.61,473.87000000000006,2011-07-24 15:39:00,138,0.0217391304347826,0,0.08736559
14020,17,4,1249.01,312.2525,2010-06-28 15:29:00,529,0.0075614366729678,0,0.53568673
14021,155,7,1716.58,245.22571428571428,2010-04-26 11:22:00,593,0.0118043844856661,1,0.39615554
14022,225,2,792.15,396.075,2010-08-10 09:38:00,487,0.0041067761806981,1,0.84776694
14023,7,2,584.07,292.035,2011-04-03 15:50:00,250,0.008,0,0.58593655
14024,122,3,645.74,215.24666666666667,2010-11-14 10:51:00,391,0.0076726342710997,1,0.46423414
14025,465,8,4057.9,507.2375,2010-05-05 09:56:00,584,0.0136986301369863,1,0.20685942
14026,471,2,713.11,356.555,2010-03-24 14:10:00,625,0.0032,1,0.9422392
14027,61,1,104.82,104.82,2011-10-10 09:01:00,61,0.0163934426229508,0,0.0042475024
14028,550,3,10396.5,3465.5,2010-06-07 12:02:00,551,0.0054446460980036,1,0.7639
14029,63,2,467.66,233.83,2011-07-18 16:57:00,144,0.0138888888888888,0,0.41373214
14030,18,20,7521.8,376.09,2009-12-10 17:27:00,729,0.027434842249657,0,0.101497635
14031,7,44,39019.51,886.8070454545455,2009-12-03 15:35:00,736,0.0597826086956521,0,0.053398784
14032,2,16,4546.41,284.150625,2009-12-14 12:02:00,726,0.0220385674931129,0,0.09265146
14033,555,1,109.44,109.44,2010-06-02 15:10:00,555,0.0018018018018018,1,0.99937445
14034,22,3,648.89,216.29666666666665,2011-07-05 13:06:00,157,0.019108280254777,0,0.11716002
14035,29,9,2794.75,310.52777777777777,2010-04-06 12:39:00,613,0.0146818923327895,0,0.19828142
14036,285,1,626.65,626.65,2011-02-28 09:26:00,285,0.0035087719298245,1,0.99679655
14037,176,6,836.95,139.49166666666667,2009-12-07 11:39:00,733,0.0081855388813096,1,0.59856737
14038,78,5,3069.88,613.976,2010-02-04 08:56:00,674,0.0074183976261127,0,0.50434345
14039,33,2,267.28000000000003,133.64,2010-05-13 10:15:00,576,0.0034722222222222,0,0.8511782
14040,41,35,12523.81,357.82314285714284,2009-12-01 12:14:00,739,0.047361299052774,0,0.101058535
14041,266,1,141.41,141.41,2011-03-18 13:25:00,266,0.0037593984962406,1,0.9987816
14042,725,1,431.98,431.98,2009-12-14 15:07:00,725,0.0013793103448275,1,0.9984635
14043,491,2,302.6,151.29999999999998,2009-12-10 15:56:00,729,0.0027434842249657,1,0.9455739
14044,27,10,3077.7,307.77,2010-01-24 15:14:00,684,0.0146198830409356,0,0.22435647
14045,109,16,10986.63,686.664375,2010-01-08 10:08:00,701,0.0228245363766048,1,0.1708914
14046,284,1,154.99,154.99,2011-02-28 14:48:00,284,0.0035211267605633,1,0.9985024
14047,9,14,3968.11,283.43642857142856,2010-02-01 10:05:00,677,0.0206794682422452,0,0.11635026
14048,305,3,748.69,249.56333333333336,2010-11-22 14:08:00,382,0.0078534031413612,1,0.3584116
14049,17,13,13023.4,1001.8,2010-04-01 14:52:00,617,0.0210696920583468,0,0.12594034
14050,32,2,746.36,373.18,2011-08-25 13:46:00,106,0.0188679245283018,0,0.018670822
14051,1,37,21770.98,588.4048648648649,2009-12-03 11:53:00,737,0.0502035278154681,0,0.17157958
14052,20,2,466.66,233.33,2010-11-14 11:37:00,391,0.0051150895140664,0,0.48838305
14053,124,4,572.3,143.075,2010-08-10 11:02:00,487,0.0082135523613963,1,0.63140213
14054,65,1,92.46,92.46,2011-10-05 15:49:00,65,0.0153846153846153,0,0.004036887
14055,106,3,1520.96,506.9866666666667,2009-12-16 15:11:00,723,0.0041493775933609,1,0.85968643
14056,1,23,8152.71,354.46565217391304,2011-02-28 15:19:00,284,0.0809859154929577,0,0.011109014
14057,24,22,8346.66,379.3936363636364,2009-12-03 13:17:00,736,0.029891304347826,0,0.080318876
14058,463,2,469.19,234.595,2010-06-27 11:29:00,531,0.0037664783427495,1,0.89898103
14059,267,1,183.6,183.6,2011-03-18 10:06:00,267,0.0037453183520599,1,0.99880004
14060,5,30,8898.24,296.608,2010-03-11 09:47:00,639,0.0469483568075117,0,0.064625785
14061,507,3,917.43,305.81,2009-12-01 18:03:00,738,0.0040650406504065,1,0.79566985
14062,10,24,25585.65,1066.06875,2009-12-10 14:28:00,729,0.0329218106995884,0,0.060615603
14063,438,9,22710.2,2523.355555555556,2009-12-08 13:46:00,731,0.0123119015047879,1,0.30971697
14064,29,15,3260.24,217.34933333333336,2010-01-21 13:22:00,687,0.0218340611353711,0,0.1428252
14065,389,3,891.02,297.00666666666666,2010-10-04 12:03:00,432,0.0069444444444444,1,0.45291153
14066,267,1,152.55,152.55,2011-03-18 12:21:00,267,0.0037453183520599,1,0.99880004
14067,64,2,374.7,187.35,2011-09-04 12:00:00,97,0.0206185567010309,0,0.017330594
14068,320,4,1516.72,379.18,2010-01-31 10:10:00,678,0.0058997050147492,1,0.73978335
14069,515,2,225.81,112.905,2010-05-27 12:30:00,562,0.0035587188612099,1,0.9160087
14070,685,1,321.6,321.6,2010-01-24 12:27:00,685,0.0014598540145985,1,0.9990416
14071,4,8,1437.57,179.69625,2011-03-20 11:33:00,265,0.030188679245283,0,0.030160958
14072,667,1,390.85,390.85,2010-02-11 12:31:00,667,0.0014992503748125,1,0.99891484
14073,32,1,151.04,151.04,2011-11-07 15:49:00,32,0.03125,0,0.0029089816
14074,623,1,219.4,219.4,2010-03-26 13:55:00,623,0.0016051364365971,1,0.99916494
14075,5,6,1734.87,289.145,2010-06-16 14:47:00,541,0.011090573012939,0,0.40080583
14076,129,1,118.67,118.67,2011-08-02 15:19:00,129,0.0077519379844961,1,0.9960407
14077,41,6,615.08,102.51333333333334,2010-11-09 16:01:00,395,0.0151898734177215,0,0.36724484
14078,102,9,1553.47,172.60777777777778,2010-03-28 15:05:00,621,0.0144927536231884,1,0.35594907
14079,125,2,618.73,309.365,2010-01-26 17:19:00,682,0.002932551319648,1,0.9666677
14080,33,5,1115.68,223.136,2009-12-02 15:01:00,737,0.0067842605156037,0,0.5473399
14081,302,10,4867.57,486.757,2009-12-10 18:27:00,729,0.0137174211248285,1,0.20256463
14082,365,2,413.36,206.68,2010-11-12 11:47:00,393,0.005089058524173,1,0.56454486
